Calpeptin_400uM_in_WT_24uM_28C_X,Calpeptin_400uM_in_WT_24uM_28C_Y
48.016667,9.72848
48.033333,9.73807
48.05,9.74071
48.066667,9.74234
48.083333,9.74163
48.1,9.73947
48.116667,9.73717
48.133333,9.73487
48.15,9.73482
48.166667,9.73517
48.183333,9.73549
48.2,9.73512
48.216667,9.73421
48.233333,9.73299
48.25,9.73124
48.266667,9.72974
48.283333,9.72983
48.3,9.73029
48.316667,9.73089
48.333333,9.73153
48.35,9.73196
48.366667,9.73264
48.383333,9.73386
48.4,9.7354
48.416667,9.73692
48.433333,9.73803
48.45,9.73865
48.466667,9.73871
48.483333,9.73861
48.5,9.73825
48.516667,9.73865
48.533333,9.73893
