Calpeptin_400uM_in_Q256A_24uM_28C_2_X,Calpeptin_400uM_in_Q256A_24uM_28C_2_Y
47.416667,9.80675
47.433333,9.80732
47.45,9.80762
47.466667,9.8074
47.483333,9.80656
47.5,9.806
47.516667,9.80583
47.533333,9.80529
47.55,9.80512
47.566667,9.80519
47.583333,9.80464
47.6,9.80375
47.616667,9.80287
47.633333,9.80207
47.65,9.80166
47.666667,9.80165
47.683333,9.80152
47.7,9.80146
47.716667,9.80185
47.733333,9.802
47.75,9.80188
47.766667,9.80167
47.783333,9.80172
47.8,9.80203
47.816667,9.80233
47.833333,9.80179
47.85,9.80057
47.866667,9.7998
47.883333,9.79928
47.9,9.79866
47.916667,9.79859
47.933333,9.79909
47.95,9.79954
47.966667,9.79982
47.983333,9.79913
48,9.79893
48.016667,9.79874
48.033333,9.7987
48.05,9.79819
48.066667,9.79758
48.083333,9.79763
48.1,9.79823
48.116667,9.79892
48.133333,9.79939
48.15,9.79941
48.166667,9.79912
48.183333,9.79867
48.2,9.79794
48.216667,9.79805
48.233333,9.79857
48.25,9.79757
48.266667,9.79708
48.283333,9.79698
48.3,9.79687
48.316667,9.79544
48.333333,9.7923
48.35,9.79133
48.366667,9.79307
48.383333,9.79646
48.4,9.7992
48.416667,9.79895
48.433333,9.79654
48.45,9.79604
48.466667,9.79874
48.483333,9.80021
48.5,9.79911
48.516667,9.79879
48.533333,9.80127
