Calpeptin_400uM_in_N214A_24uM_28C_X,Calpeptin_400uM_in_N214A_24uM_28C_Y
48.1,9.50778
48.116667,9.50746
48.133333,9.50728
48.15,9.5073
48.166667,9.5074
48.183333,9.50734
48.2,9.50657
48.216667,9.50613
48.233333,9.50626
48.25,9.50648
48.266667,9.50672
48.283333,9.50667
48.3,9.50679
48.316667,9.50699
48.333333,9.50721
48.35,9.50767
48.366667,9.50814
48.383333,9.50811
48.4,9.50782
48.416667,9.5077
48.433333,9.50759
48.45,9.50768
48.466667,9.50798
48.483333,9.50833
48.5,9.50865
48.516667,9.50869
48.533333,9.50872
