Calpeptin_400uM_in_S256A_24uM_28C_X,Calpeptin_400uM_in_S256A_24uM_28C_Y
48,9.426
48.016667,9.425
48.033333,9.43198
48.05,9.44036
48.066667,9.44501
48.083333,9.44354
48.1,9.44247
48.116667,9.44118
48.133333,9.44028
48.15,9.43982
48.166667,9.4396
48.183333,9.43942
48.2,9.43934
48.216667,9.43949
48.233333,9.43931
48.25,9.43884
48.266667,9.43853
48.283333,9.43819
48.3,9.43779
48.316667,9.4376
48.333333,9.4375
48.35,9.43745
48.366667,9.43756
48.383333,9.43748
48.4,9.4374
48.416667,9.43781
48.433333,9.43869
48.45,9.4387
48.466667,9.43846
48.483333,9.43806
48.5,9.43885
48.516667,9.44036
48.533333,9.44243
