3.310, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
1.925, 1.648, 1.869, 2.105,     -,     -,     -,     -,     -,     -,     -,     -
1.742, 1.656, 1.783, 1.505,     -,     -,     -,     -,     -,     -,     -,     -
1.649, 1.596, 1.794, 2.253,     -,     -,     -,     -,     -,     -,     -,     -
1.671, 1.692, 1.909, 2.066,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.357, 2.969, 3.388, 2.536,     -,     -,     -,     -,     -,     -,     -,     -
2.586, 2.228, 2.460, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.074, 1.786, 2.025, 2.153,     -,     -,     -,     -,     -,     -,     -,     -
1.833, 1.567, 1.772, 1.994,     -,     -,     -,     -,     -,     -,     -,     -
1.657, 1.574, 1.699, 1.432,     -,     -,     -,     -,     -,     -,     -,     -
1.561, 1.516, 1.702, 2.148,     -,     -,     -,     -,     -,     -,     -,     -
1.585, 1.596, 1.815, 1.958,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.268, 2.829, 3.130, 2.438,     -,     -,     -,     -,     -,     -,     -,     -
2.489, 2.141, 2.355, 3.415,     -,     -,     -,     -,     -,     -,     -,     -
1.995, 1.712, 1.932, 2.047,     -,     -,     -,     -,     -,     -,     -,     -
1.745, 1.494, 1.688, 1.911,     -,     -,     -,     -,     -,     -,     -,     -
1.584, 1.500, 1.620, 1.372,     -,     -,     -,     -,     -,     -,     -,     -
1.490, 1.449, 1.624, 2.056,     -,     -,     -,     -,     -,     -,     -,     -
1.505, 1.527, 1.735, 1.875,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.272, 2.726, 3.149, 2.341,     -,     -,     -,     -,     -,     -,     -,     -
2.379, 2.047, 2.248, 3.338,     -,     -,     -,     -,     -,     -,     -,     -
1.915, 1.629, 1.845, 1.966,     -,     -,     -,     -,     -,     -,     -,     -
1.668, 1.424, 1.611, 1.820,     -,     -,     -,     -,     -,     -,     -,     -
1.505, 1.426, 1.547, 1.309,     -,     -,     -,     -,     -,     -,     -,     -
1.416, 1.376, 1.542, 1.957,     -,     -,     -,     -,     -,     -,     -,     -
1.434, 1.456, 1.650, 1.787,     -,     -,     -,     -,     -,     -,     -,     -

3.424, overflow, 3.483, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.035, 2.634, 2.990, 2.288,     -,     -,     -,     -,     -,     -,     -,     -
2.328, 1.987, 2.180, 3.239,     -,     -,     -,     -,     -,     -,     -,     -
1.867, 1.578, 1.793, 1.909,     -,     -,     -,     -,     -,     -,     -,     -
1.618, 1.379, 1.562, 1.767,     -,     -,     -,     -,     -,     -,     -,     -
1.456, 1.382, 1.499, 1.270,     -,     -,     -,     -,     -,     -,     -,     -
1.368, 1.330, 1.495, 1.900,     -,     -,     -,     -,     -,     -,     -,     -
1.386, 1.407, 1.598, 1.733,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.119, 2.634, 2.957, 2.253,     -,     -,     -,     -,     -,     -,     -,     -
2.330, 1.974, 2.169, 3.143,     -,     -,     -,     -,     -,     -,     -,     -
1.856, 1.564, 1.781, 1.891,     -,     -,     -,     -,     -,     -,     -,     -
1.605, 1.363, 1.541, 1.751,     -,     -,     -,     -,     -,     -,     -,     -
1.442, 1.367, 1.479, 1.254,     -,     -,     -,     -,     -,     -,     -,     -
1.354, 1.317, 1.478, 1.879,     -,     -,     -,     -,     -,     -,     -,     -
1.367, 1.388, 1.579, 1.719,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.137, 2.646, 2.925, 2.260,     -,     -,     -,     -,     -,     -,     -,     -
2.332, 1.973, 2.166, 3.096,     -,     -,     -,     -,     -,     -,     -,     -
1.870, 1.573, 1.785, 1.905,     -,     -,     -,     -,     -,     -,     -,     -
1.616, 1.363, 1.544, 1.758,     -,     -,     -,     -,     -,     -,     -,     -
1.450, 1.369, 1.483, 1.260,     -,     -,     -,     -,     -,     -,     -,     -
1.357, 1.321, 1.480, 1.886,     -,     -,     -,     -,     -,     -,     -,     -
1.369, 1.393, 1.583, 1.722,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.440, 2.717, 3.005, 2.295,     -,     -,     -,     -,     -,     -,     -,     -
2.402, 2.007, 2.203, 3.186,     -,     -,     -,     -,     -,     -,     -,     -
1.904, 1.597, 1.809, 1.935,     -,     -,     -,     -,     -,     -,     -,     -
1.644, 1.386, 1.569, 1.788,     -,     -,     -,     -,     -,     -,     -,     -
1.472, 1.389, 1.508, 1.280,     -,     -,     -,     -,     -,     -,     -,     -
1.381, 1.339, 1.501, 1.925,     -,     -,     -,     -,     -,     -,     -,     -
1.394, 1.416, 1.604, 1.751,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.497, 2.726, 3.023, 2.352,     -,     -,     -,     -,     -,     -,     -,     -
2.450, 2.048, 2.235, 3.254,     -,     -,     -,     -,     -,     -,     -,     -
1.946, 1.627, 1.843, 1.968,     -,     -,     -,     -,     -,     -,     -,     -
1.677, 1.413, 1.599, 1.823,     -,     -,     -,     -,     -,     -,     -,     -
1.503, 1.417, 1.532, 1.300,     -,     -,     -,     -,     -,     -,     -,     -
1.410, 1.365, 1.527, 1.956,     -,     -,     -,     -,     -,     -,     -,     -
1.421, 1.446, 1.633, 1.785,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.349, 2.785, 3.101, 2.395,     -,     -,     -,     -,     -,     -,     -,     -
2.509, 2.098, 2.286, 3.320,     -,     -,     -,     -,     -,     -,     -,     -
1.993, 1.668, 1.881, 2.013,     -,     -,     -,     -,     -,     -,     -,     -
1.719, 1.446, 1.635, 1.864,     -,     -,     -,     -,     -,     -,     -,     -
1.542, 1.449, 1.565, 1.328,     -,     -,     -,     -,     -,     -,     -,     -
1.444, 1.396, 1.563, 2.001,     -,     -,     -,     -,     -,     -,     -,     -
1.457, 1.480, 1.668, 1.824,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 2.893, 3.257, 2.468,     -,     -,     -,     -,     -,     -,     -,     -
2.570, 2.151, 2.350, 3.482,     -,     -,     -,     -,     -,     -,     -,     -
2.045, 1.710, 1.934, 2.067,     -,     -,     -,     -,     -,     -,     -,     -
1.768, 1.486, 1.675, 1.913,     -,     -,     -,     -,     -,     -,     -,     -
1.581, 1.490, 1.608, 1.361,     -,     -,     -,     -,     -,     -,     -,     -
1.482, 1.434, 1.604, 2.057,     -,     -,     -,     -,     -,     -,     -,     -
1.498, 1.519, 1.716, 1.879,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 2.962, 3.229, 2.525,     -,     -,     -,     -,     -,     -,     -,     -
2.651, 2.215, 2.398, 3.404,     -,     -,     -,     -,     -,     -,     -,     -
2.109, 1.759, 1.983, 2.117,     -,     -,     -,     -,     -,     -,     -,     -
1.821, 1.530, 1.721, 1.970,     -,     -,     -,     -,     -,     -,     -,     -
1.633, 1.535, 1.657, 1.399,     -,     -,     -,     -,     -,     -,     -,     -
1.530, 1.480, 1.651, 2.120,     -,     -,     -,     -,     -,     -,     -,     -
1.544, 1.567, 1.765, 1.929,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 2.994, 3.487, 2.581,     -,     -,     -,     -,     -,     -,     -,     -
2.728, 2.273, 2.458, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.170, 1.812, 2.034, 2.180,     -,     -,     -,     -,     -,     -,     -,     -
1.881, 1.581, 1.773, 2.028,     -,     -,     -,     -,     -,     -,     -,     -
1.683, 1.584, 1.705, 1.437,     -,     -,     -,     -,     -,     -,     -,     -
1.582, 1.529, 1.703, 2.179,     -,     -,     -,     -,     -,     -,     -,     -
1.601, 1.620, 1.812, 1.976,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.069, overflow, 2.682,     -,     -,     -,     -,     -,     -,     -,     -
2.780, 2.343, 2.550, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.232, 1.873, 2.112, 2.258,     -,     -,     -,     -,     -,     -,     -,     -
1.943, 1.634, 1.830, 2.078,     -,     -,     -,     -,     -,     -,     -,     -
1.745, 1.640, 1.754, 1.473,     -,     -,     -,     -,     -,     -,     -,     -
1.639, 1.583, 1.755, 2.259,     -,     -,     -,     -,     -,     -,     -,     -
1.657, 1.676, 1.873, 2.039,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.219, overflow, 2.755,     -,     -,     -,     -,     -,     -,     -,     -
2.830, 2.436, 2.602, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.286, 1.936, 2.180, 2.298,     -,     -,     -,     -,     -,     -,     -,     -
2.003, 1.689, 1.888, 2.130,     -,     -,     -,     -,     -,     -,     -,     -
1.811, 1.696, 1.804, 1.504,     -,     -,     -,     -,     -,     -,     -,     -
1.694, 1.634, 1.805, 2.324,     -,     -,     -,     -,     -,     -,     -,     -
1.715, 1.737, 1.932, 2.096,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.185, overflow, 2.779,     -,     -,     -,     -,     -,     -,     -,     -
2.840, 2.447, 2.651, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.313, 1.969, 2.199, 2.325,     -,     -,     -,     -,     -,     -,     -,     -
2.028, 1.718, 1.918, 2.156,     -,     -,     -,     -,     -,     -,     -,     -
1.839, 1.727, 1.837, 1.524,     -,     -,     -,     -,     -,     -,     -,     -
1.732, 1.665, 1.841, 2.347,     -,     -,     -,     -,     -,     -,     -,     -
1.756, 1.776, 1.958, 2.125,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.296, overflow, 2.768,     -,     -,     -,     -,     -,     -,     -,     -
2.851, 2.467, 2.661, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.329, 1.985, 2.220, 2.349,     -,     -,     -,     -,     -,     -,     -,     -
2.048, 1.740, 1.934, 2.164,     -,     -,     -,     -,     -,     -,     -,     -
1.856, 1.749, 1.854, 1.527,     -,     -,     -,     -,     -,     -,     -,     -
1.755, 1.687, 1.857, 2.365,     -,     -,     -,     -,     -,     -,     -,     -
1.784, 1.796, 1.979, 2.139,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.482, 3.305, overflow, 2.788,     -,     -,     -,     -,     -,     -,     -,     -
2.855, 2.499, 2.707, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.334, 2.007, 2.229, 2.366,     -,     -,     -,     -,     -,     -,     -,     -
2.064, 1.754, 1.948, 2.179,     -,     -,     -,     -,     -,     -,     -,     -
1.879, 1.767, 1.862, 1.525,     -,     -,     -,     -,     -,     -,     -,     -
1.775, 1.705, 1.874, 2.375,     -,     -,     -,     -,     -,     -,     -,     -
1.808, 1.815, 1.996, 2.139,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.491, overflow, 2.805,     -,     -,     -,     -,     -,     -,     -,     -
2.806, 2.532, 2.712, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.323, 2.023, 2.237, 2.361,     -,     -,     -,     -,     -,     -,     -,     -
2.079, 1.773, 1.950, 2.182,     -,     -,     -,     -,     -,     -,     -,     -
1.890, 1.784, 1.881, 1.519,     -,     -,     -,     -,     -,     -,     -,     -
1.795, 1.723, 1.887, 2.401,     -,     -,     -,     -,     -,     -,     -,     -
1.825, 1.837, 2.010, 2.161,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.304, overflow, 2.745,     -,     -,     -,     -,     -,     -,     -,     -
2.781, 2.493, 2.660, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.310, 2.026, 2.240, 2.345,     -,     -,     -,     -,     -,     -,     -,     -
2.068, 1.774, 1.944, 2.175,     -,     -,     -,     -,     -,     -,     -,     -
1.897, 1.793, 1.877, 1.515,     -,     -,     -,     -,     -,     -,     -,     -
1.806, 1.735, 1.891, 2.379,     -,     -,     -,     -,     -,     -,     -,     -
1.839, 1.842, 2.019, 2.149,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.343, overflow, 2.723,     -,     -,     -,     -,     -,     -,     -,     -
2.793, 2.486, 2.669, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.318, 2.023, 2.235, 2.361,     -,     -,     -,     -,     -,     -,     -,     -
2.077, 1.782, 1.955, 2.179,     -,     -,     -,     -,     -,     -,     -,     -
1.899, 1.797, 1.887, 1.510,     -,     -,     -,     -,     -,     -,     -,     -
1.815, 1.740, 1.889, 2.390,     -,     -,     -,     -,     -,     -,     -,     -
1.851, 1.848, 2.029, 2.147,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.338, 3.214, overflow, 2.698,     -,     -,     -,     -,     -,     -,     -,     -
2.703, 2.485, 2.636, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.296, 2.005, 2.213, 2.307,     -,     -,     -,     -,     -,     -,     -,     -
2.062, 1.773, 1.931, 2.154,     -,     -,     -,     -,     -,     -,     -,     -
1.893, 1.790, 1.874, 1.500,     -,     -,     -,     -,     -,     -,     -,     -
1.806, 1.727, 1.883, 2.369,     -,     -,     -,     -,     -,     -,     -,     -
1.842, 1.839, 2.016, 2.129,     -,     -,     -,     -,     -,     -,     -,     -

overflow, 3.481, overflow, 3.482,     -,     -,     -,     -,     -,     -,     -,     -
3.263, 3.078, 3.158, 2.636,     -,     -,     -,     -,     -,     -,     -,     -
2.651, 2.415, 2.554, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.253, 1.977, 2.167, 2.278,     -,     -,     -,     -,     -,     -,     -,     -
2.036, 1.748, 1.913, 2.123,     -,     -,     -,     -,     -,     -,     -,     -
1.870, 1.766, 1.843, 1.479,     -,     -,     -,     -,     -,     -,     -,     -
1.775, 1.706, 1.854, 2.322,     -,     -,     -,     -,     -,     -,     -,     -
1.810, 1.810, 1.986, 2.089,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.111, overflow, 2.619,     -,     -,     -,     -,     -,     -,     -,     -
2.658, 2.400, 2.560, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.236, 1.929, 2.132, 2.240,     -,     -,     -,     -,     -,     -,     -,     -
1.998, 1.706, 1.871, 2.081,     -,     -,     -,     -,     -,     -,     -,     -
1.826, 1.726, 1.810, 1.444,     -,     -,     -,     -,     -,     -,     -,     -
1.740, 1.665, 1.814, 2.286,     -,     -,     -,     -,     -,     -,     -,     -
1.770, 1.776, 1.945, 2.049,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.243, 2.907, 3.271, 2.509,     -,     -,     -,     -,     -,     -,     -,     -
2.520, 2.272, 2.443, 3.357,     -,     -,     -,     -,     -,     -,     -,     -
2.126, 1.846, 2.030, 2.141,     -,     -,     -,     -,     -,     -,     -,     -
1.905, 1.634, 1.793, 1.980,     -,     -,     -,     -,     -,     -,     -,     -
1.743, 1.646, 1.722, 1.385,     -,     -,     -,     -,     -,     -,     -,     -
1.667, 1.593, 1.733, 2.165,     -,     -,     -,     -,     -,     -,     -,     -
1.696, 1.695, 1.859, 1.962,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.135, 2.799, 3.102, 2.376,     -,     -,     -,     -,     -,     -,     -,     -
2.384, 2.145, 2.294, 3.170,     -,     -,     -,     -,     -,     -,     -,     -
1.998, 1.738, 1.919, 2.011,     -,     -,     -,     -,     -,     -,     -,     -
1.792, 1.538, 1.685, 1.872,     -,     -,     -,     -,     -,     -,     -,     -
1.646, 1.554, 1.624, 1.305,     -,     -,     -,     -,     -,     -,     -,     -
1.573, 1.499, 1.633, 2.043,     -,     -,     -,     -,     -,     -,     -,     -
1.597, 1.596, 1.748, 1.853,     -,     -,     -,     -,     -,     -,     -,     -

overflow, 3.459, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.852, 2.593, 2.860, 2.192,     -,     -,     -,     -,     -,     -,     -,     -
2.201, 1.986, 2.122, 3.060,     -,     -,     -,     -,     -,     -,     -,     -
1.842, 1.613, 1.772, 1.856,     -,     -,     -,     -,     -,     -,     -,     -
1.653, 1.421, 1.555, 1.726,     -,     -,     -,     -,     -,     -,     -,     -
1.518, 1.433, 1.496, 1.208,     -,     -,     -,     -,     -,     -,     -,     -
1.444, 1.388, 1.503, 1.890,     -,     -,     -,     -,     -,     -,     -,     -
1.472, 1.477, 1.615, 1.706,     -,     -,     -,     -,     -,     -,     -,     -

overflow, 3.114, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.575, 2.336, 2.554, 1.975,     -,     -,     -,     -,     -,     -,     -,     -
1.980, 1.801, 1.915, 2.681,     -,     -,     -,     -,     -,     -,     -,     -
1.663, 1.459, 1.604, 1.681,     -,     -,     -,     -,     -,     -,     -,     -
1.490, 1.285, 1.407, 1.557,     -,     -,     -,     -,     -,     -,     -,     -
1.370, 1.296, 1.354, 1.093,     -,     -,     -,     -,     -,     -,     -,     -
1.305, 1.255, 1.355, 1.706,     -,     -,     -,     -,     -,     -,     -,     -
1.328, 1.332, 1.454, 1.538,     -,     -,     -,     -,     -,     -,     -,     -

3.232, 2.849, 3.266, 3.359,     -,     -,     -,     -,     -,     -,     -,     -
2.312, 2.111, 2.303, 1.762,     -,     -,     -,     -,     -,     -,     -,     -
1.768, 1.611, 1.710, 2.410,     -,     -,     -,     -,     -,     -,     -,     -
1.478, 1.300, 1.434, 1.505,     -,     -,     -,     -,     -,     -,     -,     -
1.325, 1.147, 1.256, 1.387,     -,     -,     -,     -,     -,     -,     -,     -
1.222, 1.153, 1.207, 0.975,     -,     -,     -,     -,     -,     -,     -,     -
1.161, 1.117, 1.208, 1.520,     -,     -,     -,     -,     -,     -,     -,     -
1.183, 1.186, 1.296, 1.370,     -,     -,     -,     -,     -,     -,     -,     -

3.014, 2.614, 2.959, 3.148,     -,     -,     -,     -,     -,     -,     -,     -
2.103, 1.933, 2.111, 1.606,     -,     -,     -,     -,     -,     -,     -,     -
1.606, 1.468, 1.564, 2.210,     -,     -,     -,     -,     -,     -,     -,     -
1.341, 1.182, 1.304, 1.367,     -,     -,     -,     -,     -,     -,     -,     -
1.201, 1.040, 1.140, 1.259,     -,     -,     -,     -,     -,     -,     -,     -
1.106, 1.048, 1.096, 0.888,     -,     -,     -,     -,     -,     -,     -,     -
1.054, 1.014, 1.098, 1.379,     -,     -,     -,     -,     -,     -,     -,     -
1.073, 1.077, 1.176, 1.244,     -,     -,     -,     -,     -,     -,     -,     -

2.735, 2.349, 2.638, 2.729,     -,     -,     -,     -,     -,     -,     -,     -
1.843, 1.712, 1.869, 1.422,     -,     -,     -,     -,     -,     -,     -,     -
1.414, 1.301, 1.386, 1.973,     -,     -,     -,     -,     -,     -,     -,     -
1.180, 1.046, 1.154, 1.204,     -,     -,     -,     -,     -,     -,     -,     -
1.057, 0.920, 1.005, 1.113,     -,     -,     -,     -,     -,     -,     -,     -
0.975, 0.924, 0.965, 0.786,     -,     -,     -,     -,     -,     -,     -,     -
0.929, 0.894, 0.966, 1.212,     -,     -,     -,     -,     -,     -,     -,     -
0.943, 0.948, 1.036, 1.094,     -,     -,     -,     -,     -,     -,     -,     -

2.441, 2.085, 2.346, 2.390,     -,     -,     -,     -,     -,     -,     -,     -
1.614, 1.508, 1.653, 1.249,     -,     -,     -,     -,     -,     -,     -,     -
1.239, 1.145, 1.216, 1.741,     -,     -,     -,     -,     -,     -,     -,     -
1.031, 0.919, 1.012, 1.055,     -,     -,     -,     -,     -,     -,     -,     -
0.923, 0.807, 0.882, 0.974,     -,     -,     -,     -,     -,     -,     -,     -
0.851, 0.809, 0.846, 0.691,     -,     -,     -,     -,     -,     -,     -,     -
0.812, 0.782, 0.846, 1.058,     -,     -,     -,     -,     -,     -,     -,     -
0.824, 0.829, 0.906, 0.957,     -,     -,     -,     -,     -,     -,     -,     -

2.103, 1.829, 2.061, 2.111,     -,     -,     -,     -,     -,     -,     -,     -
1.399, 1.318, 1.446, 1.086,     -,     -,     -,     -,     -,     -,     -,     -
1.073, 0.996, 1.060, 1.519,     -,     -,     -,     -,     -,     -,     -,     -
0.893, 0.798, 0.877, 0.916,     -,     -,     -,     -,     -,     -,     -,     -
0.798, 0.700, 0.763, 0.845,     -,     -,     -,     -,     -,     -,     -,     -
0.736, 0.700, 0.734, 0.602,     -,     -,     -,     -,     -,     -,     -,     -
0.702, 0.677, 0.732, 0.913,     -,     -,     -,     -,     -,     -,     -,     -
0.711, 0.717, 0.784, 0.828,     -,     -,     -,     -,     -,     -,     -,     -

1.824, 1.596, 1.802, 1.840,     -,     -,     -,     -,     -,     -,     -,     -
1.210, 1.150, 1.262, 0.945,     -,     -,     -,     -,     -,     -,     -,     -
0.928, 0.864, 0.922, 1.323,     -,     -,     -,     -,     -,     -,     -,     -
0.770, 0.691, 0.761, 0.793,     -,     -,     -,     -,     -,     -,     -,     -
0.688, 0.605, 0.660, 0.732,     -,     -,     -,     -,     -,     -,     -,     -
0.634, 0.605, 0.634, 0.524,     -,     -,     -,     -,     -,     -,     -,     -
0.605, 0.585, 0.632, 0.787,     -,     -,     -,     -,     -,     -,     -,     -
0.612, 0.618, 0.678, 0.715,     -,     -,     -,     -,     -,     -,     -,     -

1.608, 1.421, 1.607, 1.637,     -,     -,     -,     -,     -,     -,     -,     -
1.066, 1.018, 1.120, 0.835,     -,     -,     -,     -,     -,     -,     -,     -
0.817, 0.762, 0.814, 1.171,     -,     -,     -,     -,     -,     -,     -,     -
0.676, 0.610, 0.671, 0.699,     -,     -,     -,     -,     -,     -,     -,     -
0.604, 0.532, 0.581, 0.643,     -,     -,     -,     -,     -,     -,     -,     -
0.556, 0.532, 0.559, 0.464,     -,     -,     -,     -,     -,     -,     -,     -
0.529, 0.514, 0.555, 0.690,     -,     -,     -,     -,     -,     -,     -,     -
0.536, 0.542, 0.595, 0.628,     -,     -,     -,     -,     -,     -,     -,     -

1.422, 1.263, 1.435, 1.460,     -,     -,     -,     -,     -,     -,     -,     -
0.943, 0.905, 0.996, 0.741,     -,     -,     -,     -,     -,     -,     -,     -
0.724, 0.677, 0.723, 1.042,     -,     -,     -,     -,     -,     -,     -,     -
0.597, 0.540, 0.595, 0.619,     -,     -,     -,     -,     -,     -,     -,     -
0.533, 0.471, 0.515, 0.570,     -,     -,     -,     -,     -,     -,     -,     -
0.490, 0.470, 0.495, 0.415,     -,     -,     -,     -,     -,     -,     -,     -
