overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.706, 2.155, 2.307, 3.419,     -,     -,     -,     -,     -,     -,     -,     -
2.156, 1.728, 1.875, 1.969,     -,     -,     -,     -,     -,     -,     -,     -
1.867, 1.511, 1.648, 1.834,     -,     -,     -,     -,     -,     -,     -,     -
1.673, 1.524, 1.591, 1.325,     -,     -,     -,     -,     -,     -,     -,     -
1.566, 1.454, 1.566, 2.026,     -,     -,     -,     -,     -,     -,     -,     -
1.583, 1.537, 1.640, 1.791,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.004, 3.180, 2.419,     -,     -,     -,     -,     -,     -,     -,     -
2.790, 2.222, 2.360, 3.276,     -,     -,     -,     -,     -,     -,     -,     -
2.212, 1.784, 1.926, 2.034,     -,     -,     -,     -,     -,     -,     -,     -
1.919, 1.561, 1.698, 1.894,     -,     -,     -,     -,     -,     -,     -,     -
1.729, 1.577, 1.640, 1.362,     -,     -,     -,     -,     -,     -,     -,     -
1.625, 1.510, 1.614, 2.080,     -,     -,     -,     -,     -,     -,     -,     -
1.641, 1.590, 1.691, 1.839,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.057, 3.358, 2.499,     -,     -,     -,     -,     -,     -,     -,     -
2.890, 2.303, 2.426, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.276, 1.847, 1.986, 2.098,     -,     -,     -,     -,     -,     -,     -,     -
1.982, 1.617, 1.756, 1.945,     -,     -,     -,     -,     -,     -,     -,     -
1.788, 1.634, 1.694, 1.395,     -,     -,     -,     -,     -,     -,     -,     -
1.687, 1.565, 1.669, 2.149,     -,     -,     -,     -,     -,     -,     -,     -
1.705, 1.649, 1.752, 1.899,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.135, 3.321, 2.544,     -,     -,     -,     -,     -,     -,     -,     -
2.829, 2.331, 2.457, 3.490,     -,     -,     -,     -,     -,     -,     -,     -
2.310, 1.882, 2.026, 2.126,     -,     -,     -,     -,     -,     -,     -,     -
2.013, 1.648, 1.786, 1.969,     -,     -,     -,     -,     -,     -,     -,     -
1.822, 1.667, 1.726, 1.412,     -,     -,     -,     -,     -,     -,     -,     -
1.721, 1.597, 1.700, 2.189,     -,     -,     -,     -,     -,     -,     -,     -
1.743, 1.684, 1.786, 1.930,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.144, 3.306, 2.547,     -,     -,     -,     -,     -,     -,     -,     -
2.809, 2.360, 2.490, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.314, 1.903, 2.051, 2.139,     -,     -,     -,     -,     -,     -,     -,     -
2.037, 1.670, 1.804, 1.991,     -,     -,     -,     -,     -,     -,     -,     -
1.849, 1.691, 1.744, 1.423,     -,     -,     -,     -,     -,     -,     -,     -
1.746, 1.620, 1.719, 2.219,     -,     -,     -,     -,     -,     -,     -,     -
1.770, 1.707, 1.805, 1.950,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.069, 3.233, 2.543,     -,     -,     -,     -,     -,     -,     -,     -
2.813, 2.361, 2.496, 3.351,     -,     -,     -,     -,     -,     -,     -,     -
2.297, 1.919, 2.043, 2.137,     -,     -,     -,     -,     -,     -,     -,     -
2.046, 1.686, 1.813, 1.994,     -,     -,     -,     -,     -,     -,     -,     -
1.861, 1.706, 1.749, 1.424,     -,     -,     -,     -,     -,     -,     -,     -
1.762, 1.635, 1.729, 2.215,     -,     -,     -,     -,     -,     -,     -,     -
1.788, 1.721, 1.811, 1.948,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.069, 3.134, 2.508,     -,     -,     -,     -,     -,     -,     -,     -
2.738, 2.360, 2.469, 3.242,     -,     -,     -,     -,     -,     -,     -,     -
2.290, 1.923, 2.046, 2.129,     -,     -,     -,     -,     -,     -,     -,     -
2.039, 1.698, 1.820, 1.989,     -,     -,     -,     -,     -,     -,     -,     -
1.875, 1.720, 1.762, 1.420,     -,     -,     -,     -,     -,     -,     -,     -
1.777, 1.649, 1.739, 2.211,     -,     -,     -,     -,     -,     -,     -,     -
1.803, 1.737, 1.826, 1.949,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.155, 3.079, 2.502,     -,     -,     -,     -,     -,     -,     -,     -
2.732, 2.364, 2.464, 3.273,     -,     -,     -,     -,     -,     -,     -,     -
2.301, 1.927, 2.053, 2.135,     -,     -,     -,     -,     -,     -,     -,     -
2.055, 1.706, 1.825, 1.992,     -,     -,     -,     -,     -,     -,     -,     -
1.882, 1.735, 1.773, 1.421,     -,     -,     -,     -,     -,     -,     -,     -
1.786, 1.663, 1.747, 2.224,     -,     -,     -,     -,     -,     -,     -,     -
1.822, 1.753, 1.836, 1.946,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.187, 3.320, 2.523,     -,     -,     -,     -,     -,     -,     -,     -
2.822, 2.394, 2.494, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.322, 1.931, 2.055, 2.146,     -,     -,     -,     -,     -,     -,     -,     -
2.067, 1.716, 1.833, 1.998,     -,     -,     -,     -,     -,     -,     -,     -
1.897, 1.747, 1.779, 1.419,     -,     -,     -,     -,     -,     -,     -,     -
1.802, 1.671, 1.751, 2.252,     -,     -,     -,     -,     -,     -,     -,     -
1.840, 1.765, 1.849, 1.957,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 3.128, 3.239, 2.518,     -,     -,     -,     -,     -,     -,     -,     -
2.773, 2.361, 2.459, 3.484,     -,     -,     -,     -,     -,     -,     -,     -
2.296, 1.923, 2.032, 2.118,     -,     -,     -,     -,     -,     -,     -,     -
2.051, 1.705, 1.819, 1.987,     -,     -,     -,     -,     -,     -,     -,     -
1.890, 1.729, 1.771, 1.409,     -,     -,     -,     -,     -,     -,     -,     -
1.796, 1.661, 1.741, 2.232,     -,     -,     -,     -,     -,     -,     -,     -
1.831, 1.756, 1.840, 1.955,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
overflow, 2.994, 3.084, 2.478,     -,     -,     -,     -,     -,     -,     -,     -
2.703, 2.323, 2.408, 3.207,     -,     -,     -,     -,     -,     -,     -,     -
2.266, 1.896, 2.009, 2.088,     -,     -,     -,     -,     -,     -,     -,     -
2.022, 1.676, 1.794, 1.954,     -,     -,     -,     -,     -,     -,     -,     -
1.867, 1.707, 1.744, 1.396,     -,     -,     -,     -,     -,     -,     -,     -
1.776, 1.639, 1.721, 2.193,     -,     -,     -,     -,     -,     -,     -,     -
1.804, 1.733, 1.811, 1.926,     -,     -,     -,     -,     -,     -,     -,     -

overflow, 3.432, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.341, 2.882, 2.982, 2.393,     -,     -,     -,     -,     -,     -,     -,     -
2.598, 2.261, 2.341, 3.126,     -,     -,     -,     -,     -,     -,     -,     -
2.183, 1.839, 1.952, 2.040,     -,     -,     -,     -,     -,     -,     -,     -
1.961, 1.637, 1.749, 1.904,     -,     -,     -,     -,     -,     -,     -,     -
1.815, 1.666, 1.694, 1.359,     -,     -,     -,     -,     -,     -,     -,     -
1.729, 1.597, 1.676, 2.131,     -,     -,     -,     -,     -,     -,     -,     -
1.754, 1.682, 1.764, 1.877,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.303, 2.835, 2.899, 2.307,     -,     -,     -,     -,     -,     -,     -,     -
2.509, 2.180, 2.255, 3.147,     -,     -,     -,     -,     -,     -,     -,     -
2.107, 1.773, 1.875, 1.962,     -,     -,     -,     -,     -,     -,     -,     -
1.885, 1.572, 1.682, 1.833,     -,     -,     -,     -,     -,     -,     -,     -
1.742, 1.595, 1.630, 1.304,     -,     -,     -,     -,     -,     -,     -,     -
1.662, 1.532, 1.612, 2.051,     -,     -,     -,     -,     -,     -,     -,     -
1.684, 1.617, 1.695, 1.806,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
3.068, 2.706, 2.794, 2.182,     -,     -,     -,     -,     -,     -,     -,     -
2.378, 2.048, 2.149, 3.022,     -,     -,     -,     -,     -,     -,     -,     -
1.985, 1.671, 1.777, 1.844,     -,     -,     -,     -,     -,     -,     -,     -
1.779, 1.485, 1.584, 1.722,     -,     -,     -,     -,     -,     -,     -,     -
1.642, 1.504, 1.534, 1.227,     -,     -,     -,     -,     -,     -,     -,     -
1.560, 1.442, 1.516, 1.940,     -,     -,     -,     -,     -,     -,     -,     -
1.585, 1.523, 1.597, 1.692,     -,     -,     -,     -,     -,     -,     -,     -

overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
2.838, 2.467, 2.577, 2.008,     -,     -,     -,     -,     -,     -,     -,     -
2.178, 1.889, 1.980, 2.752,     -,     -,     -,     -,     -,     -,     -,     -
1.827, 1.546, 1.640, 1.699,     -,     -,     -,     -,     -,     -,     -,     -
1.642, 1.368, 1.460, 1.589,     -,     -,     -,     -,     -,     -,     -,     -
1.507, 1.386, 1.414, 1.137,     -,     -,     -,     -,     -,     -,     -,     -
1.439, 1.333, 1.399, 1.783,     -,     -,     -,     -,     -,     -,     -,     -
1.463, 1.406, 1.468, 1.562,     -,     -,     -,     -,     -,     -,     -,     -

3.496, 3.097, 3.258, 3.435,     -,     -,     -,     -,     -,     -,     -,     -
2.576, 2.242, 2.349, 1.823,     -,     -,     -,     -,     -,     -,     -,     -
1.977, 1.720, 1.796, 2.455,     -,     -,     -,     -,     -,     -,     -,     -
1.650, 1.403, 1.485, 1.544,     -,     -,     -,     -,     -,     -,     -,     -
1.484, 1.242, 1.323, 1.439,     -,     -,     -,     -,     -,     -,     -,     -
1.364, 1.258, 1.282, 1.032,     -,     -,     -,     -,     -,     -,     -,     -
1.303, 1.206, 1.266, 1.615,     -,     -,     -,     -,     -,     -,     -,     -
1.325, 1.275, 1.330, 1.413,     -,     -,     -,     -,     -,     -,     -,     -

3.427, 2.800, 2.911, 3.062,     -,     -,     -,     -,     -,     -,     -,     -
2.308, 2.018, 2.130, 1.633,     -,     -,     -,     -,     -,     -,     -,     -
1.760, 1.540, 1.614, 2.233,     -,     -,     -,     -,     -,     -,     -,     -
1.475, 1.256, 1.333, 1.382,     -,     -,     -,     -,     -,     -,     -,     -
1.322, 1.109, 1.184, 1.288,     -,     -,     -,     -,     -,     -,     -,     -
1.219, 1.122, 1.146, 0.923,     -,     -,     -,     -,     -,     -,     -,     -
1.160, 1.077, 1.131, 1.439,     -,     -,     -,     -,     -,     -,     -,     -
1.181, 1.137, 1.189, 1.263,     -,     -,     -,     -,     -,     -,     -,     -

3.167, 2.541, 2.669, 2.782,     -,     -,     -,     -,     -,     -,     -,     -
2.101, 1.837, 1.942, 1.490,     -,     -,     -,     -,     -,     -,     -,     -
1.595, 1.403, 1.467, 2.026,     -,     -,     -,     -,     -,     -,     -,     -
1.339, 1.145, 1.214, 1.259,     -,     -,     -,     -,     -,     -,     -,     -
1.200, 1.008, 1.078, 1.170,     -,     -,     -,     -,     -,     -,     -,     -
1.106, 1.020, 1.042, 0.842,     -,     -,     -,     -,     -,     -,     -,     -
1.053, 0.981, 1.028, 1.305,     -,     -,     -,     -,     -,     -,     -,     -
1.072, 1.032, 1.080, 1.147,     -,     -,     -,     -,     -,     -,     -,     -

2.705, 2.270, 2.359, 2.460,     -,     -,     -,     -,     -,     -,     -,     -
1.847, 1.638, 1.734, 1.315,     -,     -,     -,     -,     -,     -,     -,     -
1.409, 1.242, 1.302, 1.799,     -,     -,     -,     -,     -,     -,     -,     -
1.178, 1.012, 1.072, 1.112,     -,     -,     -,     -,     -,     -,     -,     -
1.056, 0.890, 0.952, 1.034,     -,     -,     -,     -,     -,     -,     -,     -
0.972, 0.901, 0.919, 0.746,     -,     -,     -,     -,     -,     -,     -,     -
0.928, 0.864, 0.906, 1.149,     -,     -,     -,     -,     -,     -,     -,     -
0.943, 0.911, 0.955, 1.010,     -,     -,     -,     -,     -,     -,     -,     -

2.438, 2.018, 2.100, 2.182,     -,     -,     -,     -,     -,     -,     -,     -
1.616, 1.444, 1.534, 1.157,     -,     -,     -,     -,     -,     -,     -,     -
1.233, 1.093, 1.152, 1.597,     -,     -,     -,     -,     -,     -,     -,     -
1.032, 0.889, 0.943, 0.978,     -,     -,     -,     -,     -,     -,     -,     -
0.924, 0.781, 0.834, 0.907,     -,     -,     -,     -,     -,     -,     -,     -
0.852, 0.788, 0.805, 0.657,     -,     -,     -,     -,     -,     -,     -,     -
0.810, 0.756, 0.794, 1.006,     -,     -,     -,     -,     -,     -,     -,     -
0.824, 0.798, 0.836, 0.885,     -,     -,     -,     -,     -,     -,     -,     -

2.107, 1.774, 1.846, 1.915,     -,     -,     -,     -,     -,     -,     -,     -
1.401, 1.260, 1.341, 1.012,     -,     -,     -,     -,     -,     -,     -,     -
1.068, 0.952, 1.010, 1.398,     -,     -,     -,     -,     -,     -,     -,     -
0.894, 0.774, 0.822, 0.852,     -,     -,     -,     -,     -,     -,     -,     -
0.801, 0.679, 0.725, 0.788,     -,     -,     -,     -,     -,     -,     -,     -
0.736, 0.684, 0.699, 0.574,     -,     -,     -,     -,     -,     -,     -,     -
0.702, 0.657, 0.689, 0.871,     -,     -,     -,     -,     -,     -,     -,     -
0.713, 0.691, 0.725, 0.768,     -,     -,     -,     -,     -,     -,     -,     -

1.841, 1.553, 1.623, 1.679,     -,     -,     -,     -,     -,     -,     -,     -
1.215, 1.101, 1.172, 0.881,     -,     -,     -,     -,     -,     -,     -,     -
0.926, 0.829, 0.881, 1.224,     -,     -,     -,     -,     -,     -,     -,     -
0.773, 0.672, 0.714, 0.740,     -,     -,     -,     -,     -,     -,     -,     -
0.692, 0.590, 0.629, 0.684,     -,     -,     -,     -,     -,     -,     -,     -
0.636, 0.591, 0.607, 0.500,     -,     -,     -,     -,     -,     -,     -,     -
0.607, 0.568, 0.597, 0.752,     -,     -,     -,     -,     -,     -,     -,     -
0.616, 0.597, 0.628, 0.665,     -,     -,     -,     -,     -,     -,     -,     -

1.632, 1.384, 1.450, 1.500,     -,     -,     -,     -,     -,     -,     -,     -
1.073, 0.977, 1.042, 0.781,     -,     -,     -,     -,     -,     -,     -,     -
0.816, 0.732, 0.783, 1.086,     -,     -,     -,     -,     -,     -,     -,     -
0.680, 0.594, 0.631, 0.654,     -,     -,     -,     -,     -,     -,     -,     -
0.608, 0.519, 0.555, 0.604,     -,     -,     -,     -,     -,     -,     -,     -
0.559, 0.521, 0.535, 0.445,     -,     -,     -,     -,     -,     -,     -,     -
0.533, 0.499, 0.525, 0.660,     -,     -,     -,     -,     -,     -,     -,     -
0.541, 0.525, 0.553, 0.586,     -,     -,     -,     -,     -,     -,     -,     -

1.449, 1.235, 1.299, 1.342,     -,     -,     -,     -,     -,     -,     -,     -
0.951, 0.869, 0.929, 0.694,     -,     -,     -,     -,     -,     -,     -,     -
0.724, 0.650, 0.699, 0.970,     -,     -,     -,     -,     -,     -,     -,     -
0.603, 0.527, 0.561, 0.582,     -,     -,     -,     -,     -,     -,     -,     -
0.537, 0.461, 0.493, 0.537,     -,     -,     -,     -,     -,     -,     -,     -
0.494, 0.461, 0.475, 0.398,     -,     -,     -,     -,     -,     -,     -,     -
