Chrom.1		
UV		
ml	mAU	
13.51	0.09848113	
13.511	0.09774514	
13.513	0.09861339	
13.514	0.09838024	
13.515	0.09853714	
13.517	0.09830482	
13.518	0.09859696	
13.519	0.09815571	
13.521	0.09824163	
13.522	0.09827361	
13.523	0.09768708	
13.525	0.09856051	
13.526	0.09773939	
13.527	0.09834667	
13.529	0.09753517	
13.53	0.09814963	
13.531	0.09810522	
13.533	0.09776729	
13.534	0.09867451	
13.535	0.09868675	
13.537	0.09807833	
13.538	0.09770468	
13.539	0.09663515	
13.541	0.09547345	
13.542	0.09480549	
13.543	0.09544854	
13.545	0.09638014	
13.546	0.09667225	
13.547	0.09616519	
13.549	0.09611728	
13.55	0.09580137	
13.551	0.09462625	
13.553	0.0952801	
13.554	0.09545243	
13.555	0.09524651	
13.557	0.09615044	
13.558	0.09637807	
13.559	0.09651542	
13.561	0.09541956	
13.562	0.09426787	
13.563	0.09406	
13.564	0.09336034	
13.566	0.09494179	
13.567	0.09516034	
13.568	0.09538877	
13.57	0.0950193	
13.571	0.09410385	
13.572	0.09453013	
13.574	0.0956741	
13.575	0.09622033	
13.576	0.09636588	
13.578	0.09677045	
13.579	0.09618881	
13.58	0.09550366	
13.582	0.09545365	
13.583	0.09521744	
13.584	0.0950349	
13.586	0.09520154	
13.587	0.09462085	
13.588	0.0950597	
13.59	0.09626091	
13.591	0.0959792	
13.592	0.09665073	
13.594	0.09598495	
13.595	0.09582546	
13.596	0.09431246	
13.598	0.09501712	
13.599	0.09609053	
13.6	0.09534304	
13.602	0.09494612	
13.603	0.0949243	
13.604	0.09511897	
13.606	0.09549254	
13.607	0.0964736	
13.608	0.09676468	
13.61	0.09633978	
13.611	0.09550025	
13.612	0.0949417	
13.614	0.09493012	
13.615	0.09420658	
13.616	0.09403222	
13.618	0.09455504	
13.619	0.09435694	
13.62	0.09424192	
13.622	0.09484271	
13.623	0.09464344	
13.624	0.09430151	
13.626	0.09443865	
13.627	0.09605037	
13.628	0.09572995	
13.63	0.09487235	
13.631	0.09470863	
13.632	0.09439473	
13.634	0.09347896	
13.635	0.09325443	
13.636	0.09366811	
13.638	0.09452754	
13.639	0.09462164	
13.64	0.0950866	
13.642	0.0951635	
13.643	0.09579939	
13.644	0.09524395	
13.646	0.09564759	
13.647	0.09600543	
13.648	0.0970329	
13.65	0.09772884	
13.651	0.09759613	
13.652	0.09858514	
13.654	0.09823181	
13.655	0.09791443	
13.656	0.09798297	
13.658	0.09797382	
13.659	0.09743164	
13.66	0.09748657	
13.662	0.09765294	
13.663	0.09860425	
13.664	0.09822991	
13.666	0.0971792	
13.667	0.09664923	
13.668	0.09653253	
13.67	0.09677856	
13.671	0.09716562	
13.672	0.09743305	
13.674	0.09796851	
13.675	0.09833489	
13.676	0.09887828	
13.678	0.09937037	
13.679	0.09963305	
13.68	0.09963936	
13.682	0.1001515	
13.683	0.1004681	
13.684	0.1002051	
13.686	0.1000178	
13.687	0.09984791	
13.688	0.1001689	
13.69	0.09980588	
13.691	0.1001352	
13.692	0.1002009	
13.694	0.1003096	
13.695	0.09979284	
13.696	0.09999431	
13.698	0.1002724	
13.699	0.09987306	
13.7	0.1000773	
13.702	0.1001371	
13.703	0.1002622	
13.704	0.0998289	
13.705	0.09986987	
13.707	0.09914008	
13.708	0.09820272	
13.709	0.09787714	
13.711	0.0984932	
13.712	0.09784478	
13.713	0.09807865	
13.715	0.0972238	
13.716	0.09664223	
13.717	0.0966013	
13.719	0.09586678	
13.72	0.09622675	
13.721	0.09704901	
13.723	0.09624869	
13.724	0.09558251	
13.725	0.09572282	
13.727	0.09558775	
13.728	0.09588013	
13.729	0.09662072	
13.731	0.09743922	
13.732	0.09811411	
13.733	0.09830075	
13.735	0.09810335	
13.736	0.09771428	
13.737	0.0974662	
13.739	0.09806248	
13.74	0.09792867	
13.741	0.09718349	
13.743	0.09594878	
13.744	0.0948008	
13.745	0.09419198	
13.747	0.09451388	
13.748	0.09448689	
13.749	0.09440562	
13.751	0.09513506	
13.752	0.09588046	
13.753	0.09539501	
13.755	0.09442001	
13.756	0.09366871	
13.757	0.09373808	
13.759	0.09351572	
13.76	0.0932276	
13.761	0.09418643	
13.763	0.09474113	
13.764	0.09476504	
13.765	0.09505629	
13.767	0.09524883	
13.768	0.09523027	
13.769	0.0953649	
13.771	0.09567935	
13.772	0.09548397	
13.773	0.0949856	
13.775	0.09468172	
13.776	0.09422784	
13.777	0.09334561	
13.779	0.09349733	
13.78	0.09348696	
13.781	0.09380013	
13.783	0.09370597	
13.784	0.09309226	
13.785	0.09323926	
13.787	0.0925706	
13.788	0.09153906	
13.789	0.09185068	
13.791	0.09209578	
13.792	0.09163865	
13.793	0.09125946	
13.795	0.09089826	
13.796	0.09019718	
13.797	0.08965873	
13.799	0.08881377	
13.8	0.08854291	
13.801	0.08832806	
13.803	0.08853532	
13.804	0.08836918	
13.805	0.08762285	
13.807	0.08761527	
13.808	0.08802689	
13.809	0.08891596	
13.811	0.0899957	
13.812	0.09015062	
13.813	0.08999285	
13.815	0.09005751	
13.816	0.09002776	
13.817	0.08955034	
13.819	0.08894663	
13.82	0.08875187	
13.821	0.08880576	
13.823	0.08902734	
13.824	0.0886777	
13.825	0.08780809	
13.827	0.08715983	
13.828	0.08636174	
13.829	0.08622131	
13.831	0.08632269	
13.832	0.08571774	
13.833	0.08520851	
13.835	0.08491755	
13.836	0.084105	
13.837	0.08355081	
13.839	0.08399004	
13.84	0.08416451	
13.841	0.08392537	
13.843	0.08386401	
13.844	0.08436373	
13.845	0.08484446	
13.846	0.08486237	
13.848	0.08514693	
13.849	0.08598085	
13.85	0.0871181	
13.852	0.08770912	
13.853	0.0885742	
13.854	0.08937463	
13.856	0.08948423	
13.857	0.09027835	
13.858	0.09127462	
13.86	0.09170493	
13.861	0.09217162	
13.862	0.09195355	
13.864	0.09171677	
13.865	0.0923989	
13.866	0.09259795	
13.868	0.09215969	
13.869	0.09129012	
13.87	0.09059029	
13.872	0.09040003	
13.873	0.09024194	
13.874	0.09015558	
13.876	0.08987597	
13.877	0.08868983	
13.878	0.08819892	
13.88	0.08844525	
13.881	0.08782916	
13.882	0.08762018	
13.884	0.0879392	
13.885	0.08767813	
13.886	0.08752405	
13.888	0.08782684	
13.889	0.08810628	
13.89	0.08844669	
13.892	0.0888315	
13.893	0.08957906	
13.894	0.09000459	
13.896	0.08989288	
13.897	0.08982253	
13.898	0.09052547	
13.9	0.0909572	
13.901	0.0917327	
13.902	0.092333	
13.904	0.09233705	
13.905	0.09182958	
13.906	0.09135745	
13.908	0.09182467	
13.909	0.09218401	
13.91	0.09201583	
13.912	0.09187882	
13.913	0.09197698	
13.914	0.0917743	
13.916	0.09144319	
13.917	0.0910326	
13.918	0.09050477	
13.92	0.09012804	
13.921	0.08988137	
13.922	0.09009017	
13.924	0.08961275	
13.925	0.08885912	
13.926	0.0887478	
13.928	0.08816069	
13.929	0.08776419	
13.93	0.08805579	
13.932	0.08782127	
13.933	0.08748837	
13.934	0.08775806	
13.936	0.08893794	
13.937	0.08992628	
13.938	0.09058105	
13.94	0.08990822	
13.941	0.08967356	
13.942	0.0900239	
13.944	0.09158628	
13.945	0.09302488	
13.946	0.09305868	
13.948	0.09293091	
13.949	0.09234157	
13.95	0.09171939	
13.952	0.09183595	
13.953	0.09179264	
13.954	0.09178207	
13.956	0.09127259	
13.957	0.09110771	
13.958	0.09132959	
13.96	0.09103283	
13.961	0.0906308	
13.962	0.09020393	
13.964	0.09011386	
13.965	0.08968532	
13.966	0.08938914	
13.968	0.08908035	
13.969	0.08888392	
13.97	0.08885808	
13.972	0.08870181	
13.973	0.08840889	
13.974	0.08770464	
13.976	0.08774539	
13.977	0.08813673	
13.978	0.08791902	
13.98	0.08722052	
13.981	0.08637675	
13.982	0.08616538	
13.984	0.08524369	
13.985	0.08511452	
13.986	0.08500897	
13.987	0.08474779	
13.989	0.08438272	
13.99	0.08461756	
13.991	0.08458104	
13.993	0.08446606	
13.994	0.08488785	
13.995	0.08544666	
13.997	0.08589947	
13.998	0.08548592	
13.999	0.08568741	
14.001	0.08570789	
14.002	0.08449927	
14.003	0.08444449	
14.005	0.0842502	
14.006	0.08553188	
14.007	0.0859585	
14.009	0.08566942	
14.01	0.08472644	
14.011	0.08442753	
14.013	0.08454905	
14.014	0.08512795	
14.015	0.0853543	
14.017	0.08507707	
14.018	0.08475953	
14.019	0.08517146	
14.021	0.08539799	
14.022	0.08588585	
14.023	0.08587664	
14.025	0.08532731	
14.026	0.0855049	
14.027	0.08590002	
14.029	0.0857817	
14.03	0.08529253	
14.031	0.08447164	
14.033	0.08419749	
14.034	0.08392488	
14.035	0.08385555	
14.037	0.08448969	
14.038	0.08397933	
14.039	0.08466335	
14.041	0.08604564	
14.042	0.086282	
14.043	0.08549851	
14.045	0.08540507	
14.046	0.08617812	
14.047	0.08665642	
14.049	0.086016	
14.05	0.08608606	
14.051	0.08645073	
14.053	0.08581363	
14.054	0.08596639	
14.055	0.0853252	
14.057	0.08467798	
14.058	0.08443733	
14.059	0.08416644	
14.061	0.08450916	
14.062	0.08484402	
14.063	0.08448253	
14.065	0.0846026	
14.066	0.08408559	
14.067	0.08440001	
14.069	0.08520847	
14.07	0.08493041	
14.071	0.08413364	
14.073	0.08317251	
14.074	0.08211399	
14.075	0.08261126	
14.077	0.08262382	
14.078	0.08222422	
14.079	0.08202847	
14.081	0.08204047	
14.082	0.08220651	
14.083	0.08221958	
14.085	0.08181651	
14.086	0.08181009	
14.087	0.08149988	
14.089	0.0814461	
14.09	0.08128613	
14.091	0.08136588	
14.093	0.08116616	
14.094	0.08093762	
14.095	0.08078774	
14.097	0.08101214	
14.098	0.08114198	
14.099	0.08165289	
14.101	0.08167112	
14.102	0.08238167	
14.103	0.08231331	
14.105	0.08271576	
14.106	0.0821935	
14.107	0.08170618	
14.109	0.08066069	
14.11	0.08106831	
14.111	0.08190209	
14.113	0.08136939	
14.114	0.08182149	
14.115	0.0820172	
14.117	0.08228873	
14.118	0.08148392	
14.119	0.08195414	
14.121	0.0815805	
14.122	0.08213116	
14.123	0.08223221	
14.125	0.08220793	
14.126	0.08222376	
14.127	0.08143687	
14.129	0.07990425	
14.13	0.07969741	
14.131	0.0796008	
14.132	0.08015922	
14.134	0.07988903	
14.135	0.08047155	
14.136	0.08097464	
14.138	0.08142556	
14.139	0.08087539	
14.14	0.08182362	
14.142	0.08106389	
14.143	0.08112495	
14.144	0.08101854	
14.146	0.08074871	
14.147	0.08008551	
14.148	0.08067112	
14.15	0.08151478	
14.151	0.08239011	
14.152	0.08326136	
14.154	0.08288193	
14.155	0.08203563	
14.156	0.08207063	
14.158	0.08317428	
14.159	0.0834422	
14.16	0.08345385	
14.162	0.08440634	
14.163	0.08466589	
14.164	0.08484529	
14.166	0.08482138	
14.167	0.08475456	
14.168	0.0835219	
14.17	0.0827316	
14.171	0.08322697	
14.172	0.08358654	
14.174	0.08254076	
14.175	0.0843919	
14.176	0.08478306	
14.178	0.08414861	
14.179	0.08399432	
14.18	0.08375112	
14.182	0.08368459	
14.183	0.08328693	
14.184	0.083923	
14.186	0.08467942	
14.187	0.08480364	
14.188	0.0845667	
14.19	0.08385043	
14.191	0.08402714	
14.192	0.08377334	
14.194	0.084542	
14.195	0.08545708	
14.196	0.08611854	
14.198	0.08679787	
14.199	0.08678211	
14.2	0.08675603	
14.202	0.08642352	
14.203	0.08595833	
14.204	0.08640661	
14.206	0.08633479	
14.207	0.0869229	
14.208	0.0868102	
14.21	0.08639566	
14.211	0.08576974	
14.212	0.08597699	
14.214	0.08580802	
14.215	0.08473768	
14.216	0.08419937	
14.218	0.08376628	
14.219	0.08272034	
14.22	0.08256465	
14.222	0.08326638	
14.223	0.08331524	
14.224	0.0826011	
14.226	0.08179476	
14.227	0.08199717	
14.228	0.08205058	
14.23	0.08118065	
14.231	0.08149344	
14.232	0.08123978	
14.234	0.08062483	
14.235	0.08047795	
14.236	0.08068403	
14.238	0.08044088	
14.239	0.08078633	
14.24	0.08164074	
14.242	0.08064472	
14.243	0.08050449	
14.244	0.0811784	
14.246	0.08159727	
14.247	0.08177887	
14.248	0.08241873	
14.25	0.08367912	
14.251	0.08426639	
14.252	0.08397072	
14.254	0.0840835	
14.255	0.08440478	
14.256	0.084716	
14.258	0.0854156	
14.259	0.0864078	
14.26	0.08626449	
14.262	0.08614372	
14.263	0.08534938	
14.264	0.08590288	
14.266	0.0862551	
14.267	0.08637432	
14.268	0.08623969	
14.27	0.08576406	
14.271	0.08561102	
14.272	0.08546046	
14.273	0.08520362	
14.275	0.08596221	
14.276	0.08722817	
14.277	0.08840451	
14.279	0.08821975	
14.28	0.0892258	
14.281	0.09059011	
14.283	0.09116559	
14.284	0.09206937	
14.285	0.09304798	
14.287	0.09397538	
14.288	0.09430163	
14.289	0.09362536	
14.291	0.09425889	
14.292	0.09429857	
14.293	0.0940778	
14.295	0.09305945	
14.296	0.09343121	
14.297	0.09339176	
14.299	0.09381723	
14.3	0.09543174	
14.301	0.09741212	
14.303	0.09843718	
14.304	0.09809129	
14.305	0.09773458	
14.307	0.09823711	
14.308	0.09828146	
14.309	0.09814457	
14.311	0.09761959	
14.312	0.0979983	
14.313	0.09831808	
14.315	0.09876961	
14.316	0.09901921	
14.317	0.0986174	
14.319	0.09794342	
14.32	0.09789114	
14.321	0.09789184	
14.323	0.09778992	
14.324	0.0977055	
14.325	0.0974386	
14.327	0.09737667	
14.328	0.09766539	
14.329	0.09813831	
14.331	0.09775697	
14.332	0.09713707	
14.333	0.0972309	
14.335	0.09743486	
14.336	0.09790818	
14.337	0.09816353	
14.339	0.09851687	
14.34	0.09844455	
14.341	0.09833694	
14.343	0.09760369	
14.344	0.09673741	
14.345	0.09679496	
14.347	0.09635877	
14.348	0.09523182	
14.349	0.09458771	
14.351	0.09459387	
14.352	0.0942159	
14.353	0.09382771	
14.355	0.09405181	
14.356	0.0947578	
14.357	0.09494881	
14.359	0.09510713	
14.36	0.09533349	
14.361	0.09612831	
14.363	0.09596388	
14.364	0.09602695	
14.365	0.09583167	
14.367	0.09461079	
14.368	0.09354777	
14.369	0.09348986	
14.371	0.0947514	
14.372	0.0957571	
14.373	0.09573875	
14.375	0.09622353	
14.376	0.09609027	
14.377	0.09609734	
14.379	0.09591723	
14.38	0.09571723	
14.381	0.09525835	
14.383	0.09468956	
14.384	0.09485469	
14.385	0.0960319	
14.387	0.09612936	
14.388	0.09643104	
14.389	0.09786837	
14.391	0.09839834	
14.392	0.09814683	
14.393	0.09848152	
14.395	0.09885232	
14.396	0.09890541	
14.397	0.09898901	
14.399	0.09942946	
14.4	0.09983259	
14.401	0.1001918	
14.403	0.1004903	
14.404	0.1004803	
14.405	0.1003596	
14.407	0.1005693	
14.408	0.1007014	
14.409	0.1007649	
14.411	0.1018265	
14.412	0.1028796	
14.413	0.1027971	
14.414	0.1025539	
14.416	0.1028271	
14.417	0.1032587	
14.418	0.103898	
14.42	0.1043518	
14.421	0.1044705	
14.422	0.1045614	
14.424	0.1048056	
14.425	0.1051782	
14.426	0.1055822	
14.428	0.1061333	
14.429	0.1068778	
14.43	0.1073602	
14.432	0.1080086	
14.433	0.1094736	
14.434	0.1106126	
14.436	0.1105141	
14.437	0.1100645	
14.438	0.1094281	
14.44	0.1095437	
14.441	0.1101568	
14.442	0.1114848	
14.444	0.1124637	
14.445	0.1132139	
14.446	0.113728	
14.448	0.1135047	
14.449	0.1135723	
14.45	0.1140455	
14.452	0.1137534	
14.453	0.1140318	
14.454	0.1144738	
14.456	0.1145354	
14.457	0.1152502	
14.458	0.1166216	
14.46	0.1177883	
14.461	0.1184851	
14.462	0.1193181	
14.464	0.1197953	
14.465	0.1200826	
14.466	0.1208528	
14.468	0.1214933	
14.469	0.1223302	
14.47	0.1234089	
14.472	0.1240909	
14.473	0.1246928	
14.474	0.125184	
14.476	0.1260458	
14.477	0.1266592	
14.478	0.1267864	
14.48	0.1277338	
14.481	0.1285855	
14.482	0.1295945	
14.484	0.1304627	
14.485	0.130542	
14.486	0.130271	
14.488	0.1299957	
14.489	0.1301725	
14.49	0.1301993	
14.492	0.1300259	
14.493	0.1302687	
14.494	0.1301751	
14.496	0.1309541	
14.497	0.1323022	
14.498	0.1327742	
14.5	0.1327233	
14.501	0.1325532	
14.502	0.1329191	
14.504	0.133646	
14.505	0.1351444	
14.506	0.1360811	
14.508	0.1360597	
14.509	0.135831	
14.51	0.136196	
14.512	0.136896	
14.513	0.1371113	
14.514	0.1376041	
14.516	0.1379788	
14.517	0.1385769	
14.518	0.1393516	
14.52	0.1408266	
14.521	0.1410324	
14.522	0.1406073	
14.524	0.1400156	
14.525	0.1397393	
14.526	0.1389646	
14.528	0.1392603	
14.529	0.1397271	
14.53	0.1403767	
14.532	0.1410653	
14.533	0.1416254	
14.534	0.1418471	
14.536	0.1425077	
14.537	0.1430624	
14.538	0.1441474	
14.54	0.1449048	
14.541	0.1447048	
14.542	0.1448096	
14.544	0.1447189	
14.545	0.1453516	
14.546	0.1459596	
14.548	0.1466948	
14.549	0.1478485	
14.55	0.1481803	
14.552	0.1490589	
14.553	0.1506526	
14.554	0.1517056	
14.555	0.1522619	
14.557	0.1534448	
14.558	0.154729	
14.559	0.155368	
14.561	0.1559624	
14.562	0.1564308	
14.563	0.1566011	
14.565	0.1571503	
14.566	0.1574226	
14.567	0.157753	
14.569	0.1579059	
14.57	0.1583801	
14.571	0.1579084	
14.573	0.158045	
14.574	0.1581517	
14.575	0.1582306	
14.577	0.1588808	
14.578	0.158543	
14.579	0.1583286	
14.581	0.1587219	
14.582	0.1598855	
14.583	0.1601684	
14.585	0.1606947	
14.586	0.1605908	
14.587	0.1614982	
14.589	0.1631761	
14.59	0.1640217	
14.591	0.1641005	
14.593	0.1651143	
14.594	0.1658701	
14.595	0.1663011	
14.597	0.1668472	
14.598	0.1673595	
14.599	0.1679551	
14.601	0.1684298	
14.602	0.1688577	
14.603	0.1686468	
14.605	0.1687373	
14.606	0.1694625	
14.607	0.1707746	
14.609	0.171966	
14.61	0.1728749	
14.611	0.1733055	
14.613	0.1735993	
14.614	0.1743867	
14.615	0.1747285	
14.617	0.1754276	
14.618	0.1759434	
14.619	0.176341	
14.621	0.1768208	
14.622	0.1782973	
14.623	0.1780212	
14.625	0.17815	
14.626	0.1787696	
14.627	0.179636	
14.629	0.1800695	
14.63	0.1812743	
14.631	0.1815784	
14.633	0.1820193	
14.634	0.1831837	
14.635	0.1842595	
14.637	0.1851983	
14.638	0.1858256	
14.639	0.186591	
14.641	0.1877849	
14.642	0.1892174	
14.643	0.1894696	
14.645	0.1897809	
14.646	0.1908251	
14.647	0.1913333	
14.649	0.191406	
14.65	0.1918436	
14.651	0.1921806	
14.653	0.1925114	
14.654	0.1931992	
14.655	0.1929913	
14.657	0.1942259	
14.658	0.1952113	
14.659	0.1962983	
14.661	0.196182	
14.662	0.1966372	
14.663	0.1966398	
14.665	0.1973498	
14.666	0.1976119	
14.667	0.198396	
14.669	0.1982652	
14.67	0.1994642	
14.671	0.2007429	
14.673	0.2014119	
14.674	0.2024802	
14.675	0.2024458	
14.677	0.2031978	
14.678	0.204144	
14.679	0.2041887	
14.681	0.2044351	
14.682	0.2043628	
14.683	0.2043314	
14.685	0.2037519	
14.686	0.2033076	
14.687	0.2040998	
14.689	0.2047441	
14.69	0.2064808	
14.691	0.2082746	
14.693	0.2094059	
14.694	0.2099914	
14.695	0.2111126	
14.697	0.2111584	
14.698	0.2128844	
14.699	0.2140473	
14.7	0.2135299	
14.702	0.2141344	
14.703	0.2147283	
14.704	0.2157141	
14.706	0.2162043	
14.707	0.2167692	
14.708	0.2175267	
14.71	0.2184041	
14.711	0.218796	
14.712	0.2192953	
14.714	0.2206095	
14.715	0.2213672	
14.716	0.2224426	
14.718	0.22342	
14.719	0.224154	
14.72	0.2250481	
14.722	0.2269729	
14.723	0.2273454	
14.724	0.228273	
14.726	0.2285448	
14.727	0.2294651	
14.728	0.2305833	
14.73	0.231868	
14.731	0.2330325	
14.732	0.2334005	
14.734	0.2342169	
14.735	0.2352043	
14.736	0.2357342	
14.738	0.2375455	
14.739	0.2397697	
14.74	0.2403332	
14.742	0.2416771	
14.743	0.2418393	
14.744	0.2429918	
14.746	0.243844	
14.747	0.2456597	
14.748	0.2472919	
14.75	0.2481732	
14.751	0.249653	
14.752	0.2508481	
14.754	0.2517327	
14.755	0.2517179	
14.756	0.2537932	
14.758	0.2539176	
14.759	0.2541993	
14.76	0.2549208	
14.762	0.2551593	
14.763	0.2554228	
14.764	0.2548786	
14.766	0.2550001	
14.767	0.2567757	
14.768	0.2572516	
14.77	0.2590496	
14.771	0.260849	
14.772	0.2615517	
14.774	0.2628942	
14.775	0.2638302	
14.776	0.2645039	
14.778	0.265807	
14.779	0.2673437	
14.78	0.2677779	
14.782	0.2694798	
14.783	0.2708457	
14.784	0.2716855	
14.786	0.2738556	
14.787	0.2756977	
14.788	0.2758058	
14.79	0.2761991	
14.791	0.2775002	
14.792	0.2786147	
14.794	0.2798411	
14.795	0.2809292	
14.796	0.282306	
14.798	0.2833835	
14.799	0.2843596	
14.8	0.2843745	
14.802	0.2856311	
14.803	0.286428	
14.804	0.2861637	
14.806	0.2856852	
14.807	0.2859067	
14.808	0.2860265	
14.81	0.2863167	
14.811	0.2864985	
14.812	0.2878954	
14.814	0.2882201	
14.815	0.2889901	
14.816	0.28952	
14.818	0.2905136	
14.819	0.2917059	
14.82	0.2936447	
14.822	0.2944103	
14.823	0.2944298	
14.824	0.2942031	
14.826	0.2952231	
14.827	0.2960269	
14.828	0.2975888	
14.83	0.2988468	
14.831	0.2996295	
14.832	0.301067	
14.834	0.3023022	
14.835	0.3033243	
14.836	0.3037969	
14.838	0.3038916	
14.839	0.3043322	
14.84	0.3049088	
14.841	0.3053931	
14.843	0.3062941	
14.844	0.3078192	
14.845	0.3087002	
14.847	0.309661	
14.848	0.3097912	
14.849	0.3102625	
14.851	0.3110594	
14.852	0.3113212	
14.853	0.3108435	
14.855	0.3108112	
14.856	0.3119495	
14.857	0.3119229	
14.859	0.3127288	
14.86	0.3128961	
14.861	0.312897	
14.863	0.3132058	
14.864	0.3138142	
14.865	0.3147992	
14.867	0.316346	
14.868	0.3167393	
14.869	0.3177374	
14.871	0.3183431	
14.872	0.3188951	
14.873	0.3194346	
14.875	0.3208269	
14.876	0.3224109	
14.877	0.3237073	
14.879	0.3242449	
14.88	0.3253483	
14.881	0.3260186	
14.883	0.3276434	
14.884	0.3289424	
14.885	0.3294112	
14.887	0.3291221	
14.888	0.3302062	
14.889	0.3308469	
14.891	0.3320601	
14.892	0.3327444	
14.893	0.3328815	
14.895	0.3330229	
14.896	0.3336058	
14.897	0.3345424	
14.899	0.3350664	
14.9	0.3352754	
14.901	0.3356358	
14.903	0.3358704	
14.904	0.3365324	
14.905	0.3379429	
14.907	0.338938	
14.908	0.3401674	
14.909	0.3411171	
14.911	0.3417535	
14.912	0.3421347	
14.913	0.3427158	
14.915	0.3442088	
14.916	0.3449948	
14.917	0.3455798	
14.919	0.3463745	
14.92	0.3466987	
14.921	0.3484671	
14.923	0.3494321	
14.924	0.350813	
14.925	0.3519333	
14.927	0.3536817	
14.928	0.3551439	
14.929	0.3563298	
14.931	0.3571	
14.932	0.3583907	
14.933	0.3597716	
14.935	0.3606955	
14.936	0.3615527	
14.937	0.3618012	
14.939	0.3624931	
14.94	0.3639663	
14.941	0.3653569	
14.943	0.3661186	
14.944	0.3664867	
14.945	0.3671019	
14.947	0.3679987	
14.948	0.3686278	
14.949	0.3684788	
14.951	0.3690064	
14.952	0.3701497	
14.953	0.3714042	
14.955	0.3722872	
14.956	0.3729479	
14.957	0.3737712	
14.959	0.3758168	
14.96	0.3778563	
14.961	0.3793387	
14.963	0.3805231	
14.964	0.3814225	
14.965	0.3829206	
14.967	0.3843986	
14.968	0.3861493	
14.969	0.3874317	
14.971	0.3882467	
14.972	0.3889412	
14.973	0.3901139	
14.975	0.3916434	
14.976	0.3930816	
14.977	0.394557	
14.979	0.3959261	
14.98	0.3975419	
14.981	0.3984151	
14.982	0.3991299	
14.984	0.4003226	
14.985	0.4017999	
14.986	0.4037786	
14.988	0.4053162	
14.989	0.4063251	
14.99	0.4071642	
14.992	0.4080853	
14.993	0.4086269	
14.994	0.4094391	
14.996	0.4104823	
14.997	0.4111015	
14.998	0.4116317	
15	0.4122361	
15.001	0.4134728	
15.002	0.4149262	
15.004	0.4163908	
15.005	0.4176887	
15.006	0.4184611	
15.008	0.4191125	
15.009	0.4203267	
15.01	0.4219369	
15.012	0.4230535	
15.013	0.4233577	
15.014	0.4243447	
15.016	0.4262092	
15.017	0.4274657	
15.018	0.4288442	
15.02	0.4299873	
15.021	0.4307503	
15.022	0.4320642	
15.024	0.4333116	
15.025	0.4338218	
15.026	0.4343058	
15.028	0.4357477	
15.029	0.4369903	
15.03	0.438454	
15.032	0.4398528	
15.033	0.4407075	
15.034	0.4413143	
15.036	0.4425182	
15.037	0.4443895	
15.038	0.4460356	
15.04	0.4473969	
15.041	0.447973	
15.042	0.4482154	
15.044	0.4487098	
15.045	0.4493679	
15.046	0.4497985	
15.048	0.4504579	
15.049	0.4518123	
15.05	0.4531397	
15.052	0.4541221	
15.053	0.4552288	
15.054	0.4565229	
15.056	0.4573526	
15.057	0.4587895	
15.058	0.4600266	
15.06	0.4614094	
15.061	0.4630287	
15.062	0.4644513	
15.064	0.4662361	
15.065	0.4678607	
15.066	0.4693567	
15.068	0.4709877	
15.069	0.4722899	
15.07	0.4734636	
15.072	0.4744392	
15.073	0.4757457	
15.074	0.4776224	
15.076	0.4790678	
15.077	0.4802168	
15.078	0.4819853	
15.08	0.4834854	
15.081	0.4845808	
15.082	0.4859801	
15.084	0.4873291	
15.085	0.4882798	
15.086	0.4893889	
15.088	0.4906017	
15.089	0.4914519	
15.09	0.4927483	
15.092	0.4938341	
15.093	0.4945641	
15.094	0.4952452	
15.096	0.4962512	
15.097	0.4969261	
15.098	0.497362	
15.1	0.498476	
15.101	0.4996508	
15.102	0.5003937	
15.104	0.5005472	
15.105	0.5010992	
15.106	0.502105	
15.108	0.503082	
15.109	0.504658	
15.11	0.5061694	
15.112	0.5076796	
15.113	0.5094523	
15.114	0.5109166	
15.116	0.5121653	
15.117	0.5137752	
15.118	0.5146079	
15.12	0.5149595	
15.121	0.5153359	
15.122	0.5165365	
15.123	0.5170274	
15.125	0.5174242	
15.126	0.5180526	
15.127	0.5191457	
15.129	0.5199524	
15.13	0.5205893	
15.131	0.5215243	
15.133	0.5220955	
15.134	0.5218241	
15.135	0.5220492	
15.137	0.5227836	
15.138	0.5240126	
15.139	0.5251476	
15.141	0.5256864	
15.142	0.5268496	
15.143	0.5279821	
15.145	0.5280613	
15.146	0.5294098	
15.147	0.5309024	
15.149	0.5313516	
15.15	0.5319449	
15.151	0.5327038	
15.153	0.5332543	
15.154	0.5337102	
15.155	0.5349401	
15.157	0.5361277	
15.158	0.5369412	
15.159	0.5376914	
15.161	0.5388392	
15.162	0.5395119	
15.163	0.5404775	
15.165	0.5418444	
15.166	0.5426358	
15.167	0.5430986	
15.169	0.5446473	
15.17	0.5460615	
15.171	0.5466849	
15.173	0.5469712	
15.174	0.5471911	
15.175	0.5474243	
15.177	0.5480744	
15.178	0.5485887	
15.179	0.549234	
15.181	0.5500011	
15.182	0.5511223	
15.183	0.5515168	
15.185	0.5522532	
15.186	0.552919	
15.187	0.5536912	
15.189	0.5541781	
15.19	0.5553262	
15.191	0.5558128	
15.193	0.5568264	
15.194	0.5570174	
15.195	0.5574381	
15.197	0.558011	
15.198	0.5581422	
15.199	0.5588557	
15.201	0.5600985	
15.202	0.5613003	
15.203	0.5620484	
15.205	0.5628692	
15.206	0.5638176	
