Chrom.1		
UV		
ml	mAU	
15.207	0.5640326	
15.209	0.563548	
15.21	0.5633473	
15.211	0.5646664	
15.213	0.56486	
15.214	0.5650667	
15.215	0.5659645	
15.217	0.5664876	
15.218	0.5669192	
15.219	0.5673419	
15.221	0.567602	
15.222	0.5683448	
15.223	0.5684032	
15.225	0.5686972	
15.226	0.5693375	
15.227	0.5703859	
15.229	0.5713142	
15.23	0.5719407	
15.231	0.5715327	
15.233	0.5709161	
15.234	0.5707832	
15.235	0.5707803	
15.237	0.571048	
15.238	0.571528	
15.239	0.5715107	
15.241	0.571867	
15.242	0.5729645	
15.243	0.5733394	
15.245	0.5739338	
15.246	0.5739967	
15.247	0.5745591	
15.249	0.5753592	
15.25	0.5765153	
15.251	0.5772285	
15.253	0.5782377	
15.254	0.5783939	
15.255	0.5782011	
15.257	0.5780206	
15.258	0.5785303	
15.259	0.578507	
15.261	0.5782267	
15.262	0.5781227	
15.263	0.5778031	
15.265	0.5782468	
15.266	0.5783954	
15.267	0.5790608	
15.268	0.5790552	
15.27	0.5793486	
15.271	0.5792053	
15.272	0.5787985	
15.274	0.5791642	
15.275	0.5802016	
15.276	0.5798792	
15.278	0.5799761	
15.279	0.5801243	
15.28	0.5806914	
15.282	0.5799347	
15.283	0.5800237	
15.284	0.5802377	
15.286	0.5807362	
15.287	0.5816292	
15.288	0.5813925	
15.29	0.5805088	
15.291	0.5800855	
15.292	0.5798911	
15.294	0.579837	
15.295	0.5792562	
15.296	0.5787256	
15.298	0.5789342	
15.299	0.5800442	
15.3	0.5805183	
15.302	0.58012	
15.303	0.5792233	
15.304	0.5792729	
15.306	0.5801015	
15.307	0.5798066	
15.308	0.579033	
15.31	0.5789549	
15.311	0.5783269	
15.312	0.5774727	
15.314	0.5773092	
15.315	0.5756764	
15.316	0.5740159	
15.318	0.5736058	
15.319	0.5730531	
15.32	0.5734393	
15.322	0.574265	
15.323	0.5739134	
15.324	0.5745271	
15.326	0.5738838	
15.327	0.5734538	
15.328	0.5731024	
15.33	0.5723571	
15.331	0.5722523	
15.332	0.5713729	
15.334	0.5700859	
15.335	0.5694468	
15.336	0.5681387	
15.338	0.5679792	
15.339	0.5678661	
15.34	0.5666792	
15.342	0.5657606	
15.343	0.5653172	
15.344	0.5648	
15.346	0.5637157	
15.347	0.5627037	
15.348	0.5621955	
15.35	0.5613256	
15.351	0.5602079	
15.352	0.5592965	
15.354	0.5583354	
15.355	0.5582486	
15.356	0.5584064	
15.358	0.5582151	
15.359	0.5575644	
15.36	0.5566768	
15.362	0.5552988	
15.363	0.5546244	
15.364	0.5543382	
15.366	0.553184	
15.367	0.5525603	
15.368	0.5519273	
15.37	0.5521734	
15.371	0.5519276	
15.372	0.5505599	
15.374	0.5498264	
15.375	0.5493478	
15.376	0.549128	
15.378	0.5484719	
15.379	0.5490362	
15.38	0.5491078	
15.382	0.5494837	
15.383	0.5489541	
15.384	0.5479562	
15.386	0.5467664	
15.387	0.5451486	
15.388	0.5433607	
15.39	0.5424378	
15.391	0.5404311	
15.392	0.5402907	
15.394	0.538824	
15.395	0.5375806	
15.396	0.5374542	
15.398	0.5365773	
15.399	0.5363842	
15.4	0.5357869	
15.402	0.5349466	
15.403	0.5341647	
15.404	0.5331566	
15.406	0.5315859	
15.407	0.5315468	
15.408	0.531108	
15.409	0.5303612	
15.411	0.5294434	
15.412	0.5290133	
15.413	0.5286288	
15.415	0.5284763	
15.416	0.5277583	
15.417	0.5276246	
15.419	0.5271848	
15.42	0.5264692	
15.421	0.524536	
15.423	0.5238672	
15.424	0.5231363	
15.425	0.5226692	
15.427	0.5215426	
15.428	0.5211244	
15.429	0.5200667	
15.431	0.5191764	
15.432	0.5182438	
15.433	0.5179951	
15.435	0.5167046	
15.436	0.5163367	
15.437	0.5154474	
15.439	0.5145992	
15.44	0.5142716	
15.441	0.5134043	
15.443	0.5122351	
15.444	0.512082	
15.445	0.5104918	
15.447	0.5093081	
15.448	0.507813	
15.449	0.5069624	
15.451	0.5056856	
15.452	0.5044864	
15.453	0.5037616	
15.455	0.5029066	
15.456	0.502921	
15.457	0.502916	
15.459	0.5016028	
15.46	0.5015476	
15.461	0.5009542	
15.463	0.5003191	
15.464	0.5002384	
15.465	0.4990601	
15.467	0.4973384	
15.468	0.4970184	
15.469	0.4964936	
15.471	0.4959008	
15.472	0.4949673	
15.473	0.4943565	
15.475	0.4935125	
15.476	0.4928118	
15.477	0.491633	
15.479	0.4909614	
15.48	0.490213	
15.481	0.4892143	
15.483	0.48873	
15.484	0.4875842	
15.485	0.4858884	
15.487	0.4843882	
15.488	0.4833935	
15.489	0.4823902	
15.491	0.480729	
15.492	0.4807594	
15.493	0.4802751	
15.495	0.4795252	
15.496	0.4788135	
15.497	0.4783327	
15.499	0.4776568	
15.5	0.4767433	
15.501	0.4766132	
15.503	0.4756637	
15.504	0.474579	
15.505	0.4733528	
15.507	0.4716974	
15.508	0.4710405	
15.509	0.4703655	
15.511	0.4686253	
15.512	0.467783	
15.513	0.4665233	
15.515	0.4658502	
15.516	0.4646395	
15.517	0.4643053	
15.519	0.4635121	
15.52	0.4624561	
15.521	0.4619959	
15.523	0.4604142	
15.524	0.4586919	
15.525	0.4578029	
15.527	0.4571161	
15.528	0.4565205	
15.529	0.4547957	
15.531	0.4526655	
15.532	0.4512303	
15.533	0.4508547	
15.535	0.4499877	
15.536	0.449475	
15.537	0.4489493	
15.539	0.4480511	
15.54	0.4466877	
15.541	0.4454177	
15.543	0.4444092	
15.544	0.4434238	
15.545	0.4425283	
15.547	0.4420442	
15.548	0.4416152	
15.549	0.4409292	
15.55	0.4400517	
15.552	0.4405335	
15.553	0.4401903	
15.554	0.4389544	
15.556	0.4378977	
15.557	0.4378179	
15.558	0.4364268	
15.56	0.4348651	
15.561	0.4340337	
15.562	0.4339693	
15.564	0.433088	
15.565	0.4324544	
15.566	0.4320035	
15.568	0.4315772	
15.569	0.4303676	
15.57	0.4292377	
15.572	0.4283791	
15.573	0.4291207	
15.574	0.4290966	
15.576	0.4280817	
15.577	0.4280144	
15.578	0.4283256	
15.58	0.4283642	
15.581	0.4278406	
15.582	0.4276074	
15.584	0.4272333	
15.585	0.4268717	
15.586	0.4266945	
15.588	0.4261991	
15.589	0.4258493	
15.59	0.4260556	
15.592	0.4256486	
15.593	0.4244571	
15.594	0.4235887	
15.596	0.4242508	
15.597	0.4251271	
15.598	0.425571	
15.6	0.4254709	
15.601	0.4251354	
15.602	0.4244421	
15.604	0.4232115	
15.605	0.4226718	
15.606	0.4226603	
15.608	0.4233295	
15.609	0.4236197	
15.61	0.423403	
15.612	0.4230705	
15.613	0.42199	
15.614	0.4213676	
15.616	0.4215113	
15.617	0.4215926	
15.618	0.4202814	
15.62	0.4199191	
15.621	0.4204602	
15.622	0.4197989	
15.624	0.4189433	
15.625	0.4185452	
15.626	0.4188876	
15.628	0.4193197	
15.629	0.4192722	
15.63	0.4196449	
15.632	0.4200606	
15.633	0.4196327	
15.634	0.4186465	
15.636	0.4180405	
15.637	0.4181526	
15.638	0.4185619	
15.64	0.4178539	
15.641	0.4164253	
15.642	0.4161669	
15.644	0.4160237	
15.645	0.4154439	
15.646	0.4149409	
15.648	0.4145411	
15.649	0.4141179	
15.65	0.4141656	
15.652	0.4139273	
15.653	0.4137313	
15.654	0.4136797	
15.656	0.4133823	
15.657	0.4134935	
15.658	0.4138037	
15.66	0.4146412	
15.661	0.4150577	
15.662	0.4146364	
15.664	0.413851	
15.665	0.4130873	
15.666	0.4132002	
15.668	0.4138913	
15.669	0.4141689	
15.67	0.4144743	
15.672	0.4147753	
15.673	0.414873	
15.674	0.4145174	
15.676	0.4144663	
15.677	0.4146563	
15.678	0.414657	
15.68	0.4153206	
15.681	0.4152957	
15.682	0.4146209	
15.684	0.414816	
15.685	0.4155699	
15.686	0.4163837	
15.688	0.4173668	
15.689	0.4190712	
15.69	0.420103	
15.691	0.4200418	
15.693	0.4208148	
15.694	0.4209326	
15.695	0.4205537	
15.697	0.4208994	
15.698	0.4210436	
15.699	0.4212929	
15.701	0.4224361	
15.702	0.4236712	
15.703	0.4242545	
15.705	0.4239617	
15.706	0.4245345	
15.707	0.4251897	
15.709	0.425871	
15.71	0.4261671	
15.711	0.4266792	
15.713	0.4276434	
15.714	0.4285068	
15.715	0.4294726	
15.717	0.4302565	
15.718	0.4310611	
15.719	0.4322841	
15.721	0.4343669	
15.722	0.4363344	
15.723	0.4368144	
15.725	0.4370994	
15.726	0.4379795	
15.727	0.4387199	
15.729	0.4396057	
15.73	0.4408336	
15.731	0.4423253	
15.733	0.4432995	
15.734	0.4438193	
15.735	0.4448249	
15.737	0.4461458	
15.738	0.4474447	
15.739	0.4483278	
15.741	0.4496046	
15.742	0.4507776	
15.743	0.4520285	
15.745	0.4538179	
15.746	0.4555472	
15.747	0.4574701	
15.749	0.4596551	
15.75	0.461047	
15.751	0.4621457	
15.753	0.4632611	
15.754	0.464322	
15.755	0.4656919	
15.757	0.4673659	
15.758	0.4692347	
15.759	0.470374	
15.761	0.4722649	
15.762	0.4743468	
15.763	0.4757071	
15.765	0.4770384	
15.766	0.4786729	
15.767	0.480686	
15.769	0.4822252	
15.77	0.4842902	
15.771	0.4872191	
15.773	0.4888116	
15.774	0.4910546	
15.775	0.4927671	
15.777	0.4943533	
15.778	0.495506	
15.779	0.4958241	
15.781	0.4973068	
15.782	0.4996776	
15.783	0.5019798	
15.785	0.5044302	
15.786	0.505987	
15.787	0.5062493	
15.789	0.5070539	
15.79	0.5089188	
15.791	0.5119627	
15.793	0.5143062	
15.794	0.5163491	
15.795	0.5188496	
15.797	0.5205972	
15.798	0.5225067	
15.799	0.5246354	
15.801	0.526771	
15.802	0.528981	
15.803	0.5319285	
15.805	0.5340808	
15.806	0.5372832	
15.807	0.5394919	
15.809	0.5419744	
15.81	0.544324	
15.811	0.5467368	
15.813	0.548597	
15.814	0.5512747	
15.815	0.553326	
15.817	0.5551353	
15.818	0.5577003	
15.819	0.5605193	
15.821	0.5628747	
15.822	0.5650514	
15.823	0.5677972	
15.825	0.570086	
15.826	0.572602	
15.827	0.5748039	
15.829	0.576929	
15.83	0.5791978	
15.831	0.5821884	
15.833	0.5850838	
15.834	0.5872148	
15.835	0.5895957	
15.836	0.592254	
15.838	0.594502	
15.839	0.5981067	
15.84	0.6011698	
15.842	0.6042049	
15.843	0.6070492	
15.844	0.6098828	
15.846	0.6141509	
15.847	0.6179117	
15.848	0.6203308	
15.85	0.6232959	
15.851	0.6257903	
15.852	0.6296869	
15.854	0.6334751	
15.855	0.6377966	
15.856	0.6415005	
15.858	0.645379	
15.859	0.6487405	
15.86	0.6528056	
15.862	0.6568798	
15.863	0.6608014	
15.864	0.6651371	
15.866	0.6688876	
15.867	0.6734458	
15.868	0.6777828	
15.87	0.6813232	
15.871	0.6854352	
15.872	0.6890199	
15.874	0.6926998	
15.875	0.69638	
15.876	0.7012504	
15.878	0.706171	
15.879	0.7113914	
15.88	0.714956	
15.882	0.719626	
15.883	0.7243981	
15.884	0.7301727	
15.886	0.7355233	
15.887	0.7407376	
15.888	0.7470129	
15.89	0.7520726	
15.891	0.7582089	
15.892	0.7636794	
15.894	0.7687773	
15.895	0.7742091	
15.896	0.779973	
15.898	0.7849158	
15.899	0.7895848	
15.9	0.7940335	
15.902	0.7993262	
15.903	0.8045359	
15.904	0.8096079	
15.906	0.8142354	
15.907	0.8202595	
15.908	0.8261073	
15.91	0.832823	
15.911	0.8400006	
15.912	0.8460761	
15.914	0.8522092	
15.915	0.8593948	
15.916	0.8646913	
15.918	0.8705752	
15.919	0.8774478	
15.92	0.884455	
15.922	0.8902541	
15.923	0.8962507	
15.924	0.9021994	
15.926	0.9081287	
15.927	0.9147594	
15.928	0.9217957	
15.93	0.9295672	
15.931	0.9355177	
15.932	0.9422477	
15.934	0.9494001	
15.935	0.9559944	
15.936	0.9630185	
15.938	0.9703439	
15.939	0.978613	
15.94	0.9855444	
15.942	0.9931999	
15.943	1.000705	
15.944	1.008034	
15.946	1.014882	
15.947	1.021684	
15.948	1.028698	
15.95	1.036547	
15.951	1.0425	
15.952	1.049403	
15.954	1.056561	
15.955	1.062786	
15.956	1.069528	
15.958	1.078225	
15.959	1.086473	
15.96	1.095652	
15.962	1.104352	
15.963	1.113469	
15.964	1.122333	
15.966	1.131483	
15.967	1.140647	
15.968	1.150261	
15.97	1.160178	
15.971	1.169371	
15.972	1.17972	
15.974	1.189757	
15.975	1.199165	
15.976	1.208506	
15.977	1.218642	
15.979	1.228382	
15.98	1.237789	
15.981	1.247043	
15.983	1.258154	
15.984	1.269692	
15.985	1.2795	
15.987	1.289174	
15.988	1.299749	
15.989	1.310566	
15.991	1.320712	
15.992	1.33213	
15.993	1.342957	
15.995	1.353819	
15.996	1.364196	
15.997	1.376363	
15.999	1.388014	
16	1.400079	
16.001	1.410977	
16.003	1.423066	
16.004	1.434775	
16.005	1.445366	
16.007	1.456953	
16.008	1.469161	
16.009	1.481418	
16.011	1.494041	
16.012	1.506905	
16.013	1.520661	
16.015	1.5346	
16.016	1.548164	
16.017	1.561972	
16.019	1.57519	
16.02	1.588777	
16.021	1.603205	
16.023	1.618035	
16.024	1.631475	
16.025	1.645876	
16.027	1.659261	
16.028	1.673302	
16.029	1.687589	
16.031	1.701892	
16.032	1.717175	
16.033	1.732527	
16.035	1.747386	
16.036	1.762589	
16.037	1.779402	
16.039	1.794406	
16.04	1.809221	
16.041	1.825417	
16.043	1.841663	
16.044	1.856727	
16.045	1.872983	
16.047	1.88928	
16.048	1.906521	
16.049	1.923255	
16.051	1.939594	
16.052	1.956792	
16.053	1.974982	
16.055	1.992491	
16.056	2.011415	
16.057	2.030739	
16.059	2.047974	
16.06	2.065219	
16.061	2.083055	
16.063	2.101764	
16.064	2.120951	
16.065	2.139855	
16.067	2.158608	
16.068	2.178353	
16.069	2.197958	
16.071	2.218325	
16.072	2.238162	
16.073	2.258557	
16.075	2.278338	
16.076	2.298422	
16.077	2.319458	
16.079	2.34016	
16.08	2.360568	
16.081	2.381675	
16.083	2.402966	
16.084	2.424487	
16.085	2.446041	
16.087	2.467944	
16.088	2.489746	
16.089	2.512985	
16.091	2.535671	
16.092	2.558604	
16.093	2.582336	
16.095	2.606081	
16.096	2.629892	
16.097	2.65369	
16.099	2.677503	
16.1	2.702447	
16.101	2.727827	
16.103	2.752707	
16.104	2.777285	
16.105	2.803185	
16.107	2.829788	
16.108	2.855847	
16.109	2.882652	
16.111	2.909838	
16.112	2.93557	
16.113	2.960024	
16.115	2.9859	
16.116	3.013381	
16.117	3.04138	
16.118	3.069646	
16.12	3.09747	
16.121	3.126218	
16.122	3.155008	
16.124	3.183532	
16.125	3.213566	
16.126	3.243355	
16.128	3.273502	
16.129	3.304033	
16.13	3.334285	
16.132	3.365983	
16.133	3.39818	
16.134	3.43054	
16.136	3.462833	
16.137	3.494841	
16.138	3.52808	
16.14	3.561433	
16.141	3.595182	
16.142	3.629675	
16.144	3.664102	
16.145	3.698996	
16.146	3.734746	
16.148	3.771228	
16.149	3.808405	
16.15	3.845381	
16.152	3.882666	
16.153	3.920825	
16.154	3.95943	
16.156	3.997716	
16.157	4.036901	
16.158	4.076132	
16.16	4.116879	
16.161	4.158066	
16.162	4.19854	
16.164	4.239998	
16.165	4.280597	
16.166	4.319067	
16.168	4.35906	
16.169	4.401054	
16.17	4.444137	
16.172	4.488616	
16.173	4.533103	
16.174	4.577266	
16.176	4.621916	
16.177	4.667648	
16.178	4.714448	
16.18	4.762221	
16.181	4.810425	
16.182	4.858466	
16.184	4.906559	
16.185	4.955227	
16.186	5.005319	
16.188	5.056066	
16.189	5.107761	
16.19	5.160564	
16.192	5.213266	
16.193	5.26676	
16.194	5.32107	
16.196	5.376174	
16.197	5.43238	
16.198	5.487893	
16.2	5.54387	
16.201	5.601171	
16.202	5.659621	
16.204	5.718394	
16.205	5.777781	
16.206	5.838424	
16.208	5.900089	
16.209	5.962018	
16.21	6.024395	
16.212	6.088001	
16.213	6.152627	
16.214	6.217583	
16.216	6.282877	
16.217	6.349488	
16.218	6.415702	
16.22	6.478061	
16.221	6.542217	
16.222	6.611346	
16.224	6.681569	
16.225	6.753441	
16.226	6.82493	
16.228	6.897504	
16.229	6.971873	
16.23	7.046836	
16.232	7.123129	
16.233	7.200293	
16.234	7.278715	
16.236	7.358418	
16.237	7.439385	
16.238	7.521224	
16.24	7.603384	
16.241	7.687422	
16.242	7.772582	
16.244	7.859013	
16.245	7.94692	
16.246	8.035397	
16.248	8.125282	
16.249	8.216454	
16.25	8.309608	
16.252	8.404267	
16.253	8.499908	
16.254	8.596251	
16.256	8.69363	
16.257	8.792511	
16.258	8.892724	
16.259	8.994363	
16.261	9.096935	
16.262	9.200744	
16.263	9.306078	
16.265	9.413599	
16.266	9.522756	
16.267	9.632735	
16.269	9.745044	
16.27	9.859325	
16.271	9.971973	
16.273	10.0793	
16.274	10.18788	
16.275	10.30654	
16.277	10.42783	
16.278	10.55055	
16.279	10.67502	
16.281	10.80063	
16.282	10.92768	
16.283	11.05649	
16.285	11.18678	
16.286	11.31918	
16.287	11.45346	
16.289	11.58997	
16.29	11.72805	
16.291	11.86709	
16.293	12.00904	
16.294	12.1533	
16.295	12.29975	
16.297	12.44868	
16.298	12.59896	
16.299	12.75119	
16.301	12.90543	
16.302	13.06161	
16.303	13.21962	
16.305	13.37925	
16.306	13.54135	
16.307	13.70585	
16.309	13.87272	
16.31	14.04037	
16.311	14.20985	
16.313	14.38191	
16.314	14.55562	
16.315	14.73194	
16.317	14.91045	
16.318	15.09155	
16.319	15.27554	
16.321	15.4616	
16.322	15.64962	
16.323	15.83977	
16.325	16.02925	
16.326	16.21152	
16.327	16.39293	
16.329	16.59032	
16.33	16.79179	
16.331	16.99629	
16.333	17.20249	
16.334	17.41207	
16.335	17.62389	
16.337	17.83688	
16.338	18.05276	
16.339	18.27293	
16.341	18.49495	
16.342	18.71869	
16.343	18.94591	
16.345	19.17595	
16.346	19.40906	
16.347	19.64628	
16.349	19.88625	
16.35	20.13056	
16.351	20.37638	
16.353	20.62634	
16.354	20.8796	
16.355	21.13556	
16.357	21.39605	
16.358	21.65892	
16.359	21.92362	
16.361	22.19252	
16.362	22.46299	
16.363	22.73658	
16.365	23.01387	
16.366	23.29488	
16.367	23.57895	
16.369	23.86559	
16.37	24.15626	
16.371	24.44975	
16.373	24.74729	
16.374	25.04769	
16.375	25.35156	
16.377	25.66003	
16.378	25.96828	
16.379	26.26574	
16.381	26.55312	
16.382	26.87063	
16.383	27.19558	
16.385	27.52245	
16.386	27.85298	
16.387	28.18735	
16.389	28.52606	
16.39	28.86666	
16.391	29.21159	
16.393	29.55926	
16.394	29.90967	
16.395	30.26443	
16.397	30.62219	
16.398	30.98449	
16.399	31.3517	
16.401	31.72231	
16.402	32.09811	
16.403	32.47736	
16.404	32.86136	
16.406	33.24934	
16.407	33.64053	
16.408	34.03598	
16.41	34.43297	
16.411	34.8343	
16.412	35.23861	
16.414	35.64731	
16.415	36.06056	
16.416	36.47446	
16.418	36.89132	
16.419	37.31345	
16.42	37.73816	
16.422	38.16695	
16.423	38.60063	
16.424	39.03654	
16.426	39.47549	
16.427	39.92025	
16.428	40.36855	
16.43	40.8215	
16.431	41.27407	
16.432	41.71238	
16.434	42.1275	
16.435	42.58493	
16.436	43.05353	
16.438	43.52499	
16.439	44.00147	
16.44	44.48086	
16.442	44.9647	
16.443	45.45124	
16.444	45.94065	
16.446	46.4307	
16.447	46.92588	
16.448	47.42618	
16.45	47.92814	
16.451	48.43748	
16.452	48.95035	
16.454	49.46605	
16.455	49.98831	
16.456	50.51405	
16.458	51.04194	
16.459	51.57854	
16.46	52.11708	
16.462	52.66043	
16.463	53.20894	
16.464	53.76102	
16.466	54.31557	
16.467	54.87275	
16.468	55.43175	
16.47	55.99673	
16.471	56.55979	
16.472	57.13068	
16.474	57.70359	
16.475	58.27724	
16.476	58.85899	
16.478	59.4428	
16.479	60.03137	
16.48	60.62483	
16.482	61.21778	
16.483	61.81578	
16.484	62.41011	
16.486	62.99321	
16.487	63.5308	
16.488	64.12743	
16.49	64.73889	
16.491	65.3532	
16.492	65.97116	
16.494	66.59135	
16.495	67.21527	
16.496	67.83884	
16.498	68.46404	
16.499	69.0947	
16.5	69.72532	
16.502	70.35763	
16.503	70.99751	
16.504	71.63839	
16.506	72.28054	
16.507	72.92583	
16.508	73.57911	
16.51	74.2312	
16.511	74.89018	
16.512	75.5508	
16.514	76.21538	
16.515	76.88256	
16.516	77.55064	
16.518	78.22164	
16.519	78.89504	
16.52	79.56835	
16.522	80.24479	
16.523	80.92121	
16.524	81.59435	
16.526	82.27206	
16.527	82.94797	
16.528	83.62436	
16.53	84.30434	
16.531	84.98555	
16.532	85.66714	
16.534	86.35378	
16.535	87.03999	
16.536	87.72768	
16.538	88.41634	
16.539	89.08694	
16.54	89.70112	
16.542	90.37183	
16.543	91.0626	
16.544	91.75624	
16.545	92.44715	
16.547	93.13917	
16.548	93.83154	
16.549	94.5231	
16.551	95.21343	
16.552	95.9045	
16.553	96.59548	
16.555	97.28565	
16.556	97.97713	
16.557	98.67312	
16.559	99.36475	
16.56	100.0598	
16.561	100.7575	
16.563	101.4547	
16.564	102.1532	
16.565	102.8539	
16.567	103.5576	
16.568	104.262	
16.569	104.9677	
16.571	105.6708	
16.572	106.3757	
16.573	107.0749	
16.575	107.7731	
16.576	108.4743	
16.577	109.1714	
16.579	109.8682	
16.58	110.5635	
16.581	111.2583	
16.583	111.9502	
16.584	112.6414	
16.585	113.3312	
16.587	114.0178	
16.588	114.7052	
16.589	115.3941	
16.591	116.0811	
16.592	116.7496	
16.593	117.355	
16.595	118.0109	
16.596	118.6859	
16.597	119.3599	
16.599	120.034	
16.6	120.7041	
16.601	121.372	
16.603	122.0391	
16.604	122.7006	
16.605	123.3579	
16.607	124.0122	
16.608	124.6616	
16.609	125.3111	
16.611	125.9579	
16.612	126.6065	
16.613	127.2531	
16.615	127.8981	
16.616	128.5403	
16.617	129.1838	
16.619	129.8271	
16.62	130.4689	
16.621	131.1036	
16.623	131.7391	
16.624	132.3712	
16.625	132.9993	
16.627	133.6246	
16.628	134.2439	
16.629	134.8587	
16.631	135.4651	
16.632	136.0672	
16.633	136.6665	
16.635	137.2607	
16.636	137.85	
16.637	138.4365	
16.639	139.0175	
16.64	139.5956	
16.641	140.169	
16.643	140.7389	
16.644	141.3039	
16.645	141.8555	
16.647	142.3559	
16.648	142.8814	
16.649	143.4251	
16.651	143.9664	
16.652	144.5028	
16.653	145.0345	
16.655	145.5613	
16.656	146.0815	
16.657	146.5937	
16.659	147.0997	
16.66	147.6059	
16.661	148.1046	
16.663	148.5975	
16.664	149.0844	
16.665	149.5704	
16.667	150.0519	
16.668	150.5297	
16.669	151.0047	
16.671	151.4755	
16.672	151.9456	
16.673	152.4133	
16.675	152.8779	
16.676	153.337	
16.677	153.7905	
16.679	154.2381	
16.68	154.6777	
16.681	155.1132	
16.683	155.5417	
16.684	155.9647	
16.685	156.3805	
16.686	156.7898	
16.688	157.1944	
16.689	157.5939	
16.69	157.9862	
