Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		Chrom.1 (5)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
20.867	2.255864	20.867	2.246381	20.868	2.232514	20.868	2.225738	20.868	2.219084	20.867	2.240077	
20.869	2.255821	20.869	2.246417	20.869	2.232451	20.869	2.225394	20.869	2.219237	20.869	2.238564	
20.87	2.256631	20.87	2.245971	20.87	2.231596	20.87	2.224736	20.87	2.219544	20.87	2.238101	
20.871	2.255682	20.871	2.245771	20.872	2.23092	20.872	2.224459	20.872	2.218716	20.871	2.238613	
20.873	2.255514	20.873	2.244791	20.873	2.231011	20.873	2.224504	20.873	2.218727	20.873	2.239589	
20.874	2.255713	20.874	2.24394	20.874	2.230881	20.874	2.222983	20.874	2.218579	20.874	2.239792	
20.875	2.255652	20.875	2.243551	20.876	2.230437	20.876	2.222649	20.876	2.21759	20.875	2.239114	
20.877	2.254935	20.877	2.242824	20.877	2.229937	20.877	2.22212	20.877	2.217761	20.877	2.239104	
20.878	2.253877	20.878	2.242409	20.878	2.229632	20.878	2.222864	20.878	2.218359	20.878	2.239074	
20.879	2.253513	20.879	2.241918	20.88	2.229124	20.88	2.223119	20.88	2.217854	20.879	2.238282	
20.881	2.252579	20.881	2.241926	20.881	2.228712	20.881	2.22343	20.881	2.216902	20.881	2.238694	
20.882	2.251634	20.882	2.241203	20.882	2.228616	20.882	2.222152	20.882	2.2161	20.882	2.238849	
20.883	2.251243	20.883	2.240608	20.884	2.228592	20.884	2.222232	20.884	2.215284	20.883	2.237999	
20.885	2.250633	20.885	2.240587	20.885	2.227574	20.885	2.221373	20.885	2.214616	20.885	2.237763	
20.886	2.24916	20.886	2.23936	20.886	2.227764	20.886	2.221321	20.886	2.214372	20.886	2.237856	
20.887	2.248318	20.887	2.238294	20.888	2.22846	20.888	2.221998	20.888	2.214598	20.887	2.238311	
20.889	2.248581	20.889	2.238194	20.889	2.230027	20.889	2.221205	20.889	2.214092	20.889	2.238657	
20.89	2.248727	20.89	2.237471	20.89	2.229904	20.89	2.220531	20.89	2.214136	20.89	2.238258	
20.891	2.248757	20.891	2.236644	20.892	2.229608	20.892	2.220612	20.892	2.213665	20.891	2.238719	
20.893	2.249086	20.893	2.236137	20.893	2.228848	20.893	2.220074	20.893	2.213893	20.893	2.238683	
20.894	2.250031	20.894	2.236679	20.894	2.228345	20.894	2.219967	20.894	2.214199	20.894	2.238393	
20.895	2.250153	20.895	2.236235	20.896	2.228759	20.896	2.218919	20.896	2.214118	20.895	2.238853	
20.897	2.250012	20.897	2.235221	20.897	2.228351	20.897	2.218507	20.897	2.213677	20.897	2.238463	
20.898	2.250287	20.898	2.234422	20.898	2.228049	20.898	2.219144	20.898	2.214055	20.898	2.239069	
20.899	2.249366	20.899	2.233231	20.9	2.228376	20.9	2.218478	20.9	2.213945	20.899	2.239288	
20.901	2.249208	20.901	2.232716	20.901	2.228248	20.901	2.218153	20.901	2.213801	20.901	2.239817	
20.902	2.247914	20.902	2.232813	20.902	2.22738	20.902	2.217533	20.902	2.213789	20.902	2.239716	
20.903	2.24703	20.903	2.232187	20.904	2.227039	20.904	2.217282	20.904	2.213988	20.903	2.239549	
20.905	2.24705	20.905	2.2317	20.905	2.226479	20.905	2.217655	20.905	2.215181	20.905	2.240184	
20.906	2.246763	20.906	2.230285	20.906	2.22582	20.906	2.217973	20.906	2.215209	20.906	2.240414	
20.907	2.246801	20.907	2.230395	20.908	2.225193	20.908	2.218131	20.908	2.214691	20.907	2.240326	
20.909	2.245967	20.909	2.230311	20.909	2.223953	20.909	2.216789	20.909	2.214145	20.909	2.240086	
20.91	2.245373	20.91	2.230458	20.91	2.223563	20.91	2.216916	20.91	2.214265	20.91	2.240119	
20.911	2.245587	20.911	2.230371	20.912	2.223928	20.912	2.216861	20.912	2.214314	20.911	2.23997	
20.913	2.245468	20.913	2.229237	20.913	2.224012	20.913	2.217474	20.913	2.214091	20.913	2.239788	
20.914	2.245284	20.914	2.229664	20.914	2.224126	20.914	2.217887	20.914	2.213679	20.914	2.239034	
20.915	2.244891	20.915	2.229529	20.916	2.224	20.916	2.217437	20.916	2.213971	20.915	2.238808	
20.917	2.243626	20.917	2.228777	20.917	2.22204	20.917	2.216825	20.917	2.213314	20.917	2.238851	
20.918	2.242172	20.918	2.227882	20.918	2.221785	20.918	2.216062	20.918	2.213015	20.918	2.237953	
20.919	2.241492	20.919	2.227088	20.92	2.221775	20.92	2.216009	20.92	2.213646	20.919	2.237222	
20.921	2.240986	20.921	2.226774	20.921	2.221869	20.921	2.21575	20.921	2.213966	20.921	2.236531	
20.922	2.240447	20.922	2.226633	20.922	2.221981	20.922	2.215461	20.922	2.213548	20.922	2.236053	
20.923	2.23956	20.923	2.226675	20.924	2.222748	20.924	2.214655	20.924	2.213634	20.923	2.235788	
20.925	2.23835	20.925	2.226583	20.925	2.22223	20.925	2.214384	20.925	2.214077	20.925	2.235729	
20.926	2.238197	20.926	2.226081	20.926	2.221761	20.926	2.213948	20.926	2.214205	20.926	2.235205	
20.927	2.238038	20.927	2.225219	20.928	2.221647	20.928	2.213102	20.928	2.21357	20.927	2.234421	
20.929	2.237633	20.929	2.22399	20.929	2.221461	20.929	2.21296	20.929	2.212726	20.929	2.23437	
20.93	2.237206	20.93	2.223418	20.93	2.221369	20.93	2.212549	20.93	2.212553	20.93	2.235254	
20.931	2.236369	20.931	2.223645	20.932	2.221012	20.932	2.2125	20.932	2.212481	20.931	2.235453	
20.933	2.236315	20.933	2.223919	20.933	2.220031	20.933	2.211895	20.933	2.211496	20.933	2.235781	
20.934	2.236697	20.934	2.222756	20.934	2.219941	20.934	2.211535	20.934	2.212059	20.934	2.236275	
20.935	2.236708	20.935	2.221505	20.936	2.219404	20.936	2.211764	20.936	2.212477	20.935	2.237138	
20.937	2.235689	20.937	2.221789	20.937	2.219042	20.937	2.212205	20.937	2.211425	20.937	2.237574	
20.938	2.235208	20.938	2.221414	20.938	2.218362	20.938	2.21251	20.938	2.211616	20.938	2.23737	
20.939	2.234901	20.939	2.221097	20.94	2.217847	20.94	2.212463	20.94	2.211979	20.939	2.236505	
20.941	2.234547	20.941	2.22095	20.941	2.217653	20.941	2.212569	20.941	2.212046	20.941	2.236007	
20.942	2.23448	20.942	2.221035	20.942	2.216888	20.942	2.212734	20.942	2.212553	20.942	2.23578	
20.943	2.234797	20.943	2.221297	20.944	2.216192	20.943	2.21287	20.944	2.211732	20.943	2.236033	
20.945	2.23424	20.945	2.221032	20.945	2.215627	20.945	2.212204	20.945	2.210941	20.945	2.235845	
20.946	2.233323	20.946	2.220693	20.946	2.215065	20.946	2.212078	20.946	2.211022	20.946	2.235839	
20.947	2.232943	20.947	2.220151	20.948	2.214975	20.947	2.211516	20.947	2.21104	20.947	2.2355	
20.949	2.232427	20.949	2.220225	20.949	2.214826	20.949	2.211539	20.949	2.21083	20.949	2.235375	
20.95	2.2316	20.95	2.22021	20.95	2.214579	20.95	2.210547	20.95	2.211736	20.95	2.235716	
20.951	2.231322	20.951	2.219076	20.952	2.214564	20.951	2.210129	20.951	2.212909	20.951	2.236083	
20.953	2.230965	20.953	2.218716	20.953	2.214489	20.953	2.209587	20.953	2.213634	20.953	2.235737	
20.954	2.230482	20.954	2.21801	20.954	2.214619	20.954	2.208692	20.954	2.21414	20.954	2.234938	
20.955	2.229927	20.955	2.21736	20.956	2.213543	20.955	2.208467	20.955	2.215198	20.955	2.234417	
20.957	2.228603	20.957	2.216984	20.957	2.213376	20.957	2.208673	20.957	2.215917	20.957	2.235847	
20.958	2.228309	20.958	2.216636	20.958	2.213011	20.958	2.209023	20.958	2.216085	20.958	2.236104	
20.959	2.228141	20.959	2.215977	20.959	2.213345	20.959	2.208619	20.959	2.215449	20.959	2.23564	
20.961	2.227928	20.961	2.215115	20.961	2.213816	20.961	2.208056	20.961	2.214415	20.961	2.23507	
20.962	2.227539	20.962	2.214859	20.962	2.21323	20.962	2.208252	20.962	2.214263	20.962	2.23425	
20.963	2.226769	20.963	2.214498	20.963	2.213225	20.963	2.20819	20.963	2.214719	20.963	2.23359	
20.965	2.225768	20.965	2.214071	20.965	2.213481	20.965	2.207345	20.965	2.214844	20.965	2.233311	
20.966	2.225322	20.966	2.214536	20.966	2.213269	20.966	2.207496	20.966	2.214999	20.966	2.232839	
20.967	2.224557	20.967	2.214377	20.967	2.213704	20.967	2.208419	20.967	2.215348	20.967	2.232613	
20.969	2.223912	20.969	2.213257	20.969	2.213952	20.969	2.209186	20.969	2.215745	20.969	2.232418	
20.97	2.224066	20.97	2.212627	20.97	2.213037	20.97	2.208638	20.97	2.215818	20.97	2.232436	
20.971	2.223619	20.971	2.212416	20.971	2.211834	20.971	2.207898	20.971	2.21479	20.971	2.232327	
20.973	2.223463	20.973	2.212574	20.973	2.211527	20.973	2.207164	20.973	2.214465	20.973	2.231626	
20.974	2.222872	20.974	2.211588	20.974	2.211825	20.974	2.206558	20.974	2.214757	20.974	2.231252	
20.975	2.222488	20.975	2.210119	20.975	2.211874	20.975	2.206106	20.975	2.215114	20.975	2.231098	
20.977	2.222709	20.977	2.209735	20.977	2.212178	20.977	2.205875	20.977	2.215604	20.977	2.231609	
20.978	2.222196	20.978	2.209676	20.978	2.21245	20.978	2.205593	20.978	2.215516	20.978	2.232507	
20.979	2.221807	20.979	2.209887	20.979	2.212908	20.979	2.204643	20.979	2.215191	20.979	2.232326	
20.981	2.221655	20.981	2.209471	20.981	2.213092	20.981	2.203787	20.981	2.215841	20.981	2.231918	
20.982	2.220981	20.982	2.208695	20.982	2.213169	20.982	2.204238	20.982	2.216345	20.982	2.231414	
20.983	2.22096	20.983	2.208805	20.983	2.213569	20.983	2.203957	20.983	2.216661	20.983	2.231293	
20.985	2.221695	20.985	2.209221	20.985	2.21376	20.985	2.203204	20.985	2.216573	20.985	2.231719	
20.986	2.22121	20.986	2.209121	20.986	2.213486	20.986	2.203277	20.986	2.216261	20.986	2.232085	
20.987	2.220109	20.987	2.20811	20.987	2.213069	20.987	2.202842	20.987	2.216983	20.987	2.232905	
20.989	2.21948	20.989	2.206931	20.989	2.21284	20.989	2.202316	20.989	2.217171	20.989	2.233333	
20.99	2.219572	20.99	2.20604	20.99	2.212695	20.99	2.20262	20.99	2.217644	20.99	2.233253	
20.991	2.219604	20.991	2.205168	20.991	2.212388	20.991	2.203003	20.991	2.217369	20.991	2.23314	
20.993	2.218493	20.993	2.204969	20.993	2.212212	20.993	2.203328	20.993	2.217515	20.993	2.232642	
20.994	2.217628	20.994	2.204958	20.994	2.212243	20.994	2.203609	20.994	2.218539	20.994	2.232339	
20.995	2.217438	20.995	2.204651	20.995	2.212069	20.995	2.20417	20.995	2.220034	20.995	2.232159	
20.997	2.217196	20.997	2.204281	20.997	2.211426	20.997	2.204318	20.997	2.220303	20.996	2.232247	
20.998	2.216606	20.998	2.203427	20.998	2.211015	20.998	2.204043	20.998	2.220022	20.998	2.233115	
20.999	2.216218	20.999	2.202799	20.999	2.210802	20.999	2.204277	20.999	2.221214	20.999	2.233859	
21.001	2.216201	21	2.203601	21.001	2.210507	21.001	2.204187	21.001	2.220724	21	2.234087	
21.002	2.215894	21.002	2.204209	21.002	2.210403	21.002	2.204099	21.002	2.22028	21.002	2.234591	
21.003	2.216157	21.003	2.20316	21.003	2.210344	21.003	2.204427	21.003	2.220407	21.003	2.23481	
21.005	2.216815	21.004	2.202578	21.005	2.210511	21.005	2.204466	21.005	2.220643	21.004	2.235116	
21.006	2.216421	21.006	2.202718	21.006	2.210995	21.006	2.204003	21.006	2.220631	21.006	2.235387	
21.007	2.215727	21.007	2.202202	21.007	2.211261	21.007	2.203764	21.007	2.220315	21.007	2.235018	
21.008	2.214494	21.008	2.200879	21.009	2.211587	21.009	2.204099	21.009	2.2198	21.008	2.234719	
21.01	2.213336	21.01	2.199781	21.01	2.211635	21.01	2.204261	21.01	2.220355	21.01	2.23421	
21.011	2.213466	21.011	2.198951	21.011	2.211438	21.011	2.204473	21.011	2.221393	21.011	2.234675	
21.012	2.213876	21.012	2.198427	21.013	2.21121	21.013	2.204095	21.013	2.221914	21.012	2.235151	
21.014	2.21356	21.014	2.198154	21.014	2.210813	21.014	2.203742	21.014	2.22224	21.014	2.235035	
21.015	2.213451	21.015	2.197411	21.015	2.210213	21.015	2.203687	21.015	2.222476	21.015	2.235066	
21.016	2.213432	21.016	2.196815	21.017	2.209946	21.017	2.204191	21.017	2.22221	21.016	2.234559	
21.018	2.21218	21.018	2.196503	21.018	2.209793	21.018	2.204654	21.018	2.221481	21.018	2.233956	
21.019	2.211655	21.019	2.196579	21.019	2.20932	21.019	2.205326	21.019	2.220542	21.019	2.23446	
21.02	2.211906	21.02	2.19762	21.021	2.208424	21.021	2.205792	21.021	2.22012	21.02	2.234777	
21.022	2.211804	21.022	2.197684	21.022	2.208497	21.022	2.206269	21.022	2.219921	21.022	2.234859	
21.023	2.211813	21.023	2.197106	21.023	2.208393	21.023	2.205844	21.023	2.2201	21.023	2.234238	
21.024	2.210938	21.024	2.19689	21.025	2.208197	21.025	2.205224	21.025	2.2204	21.024	2.233505	
21.026	2.209571	21.026	2.196599	21.026	2.207783	21.026	2.205588	21.026	2.220922	21.026	2.233488	
21.027	2.208872	21.027	2.196205	21.027	2.207175	21.027	2.206001	21.027	2.221881	21.027	2.233735	
21.028	2.208772	21.028	2.196501	21.029	2.207834	21.029	2.205808	21.029	2.222401	21.028	2.233944	
21.03	2.208493	21.03	2.196872	21.03	2.208493	21.03	2.205935	21.03	2.222377	21.03	2.233969	
21.031	2.207809	21.031	2.19697	21.031	2.207903	21.031	2.205944	21.031	2.221813	21.031	2.234047	
21.032	2.206923	21.032	2.196993	21.033	2.20695	21.033	2.205672	21.033	2.221954	21.032	2.233912	
21.034	2.206183	21.034	2.196179	21.034	2.206409	21.034	2.205066	21.034	2.222393	21.034	2.233775	
21.035	2.206081	21.035	2.195425	21.035	2.205977	21.035	2.204232	21.035	2.222199	21.035	2.233938	
21.036	2.205361	21.036	2.195242	21.037	2.205804	21.037	2.204286	21.037	2.222625	21.036	2.23427	
21.038	2.204842	21.038	2.195455	21.038	2.206426	21.038	2.203593	21.038	2.223039	21.038	2.234394	
21.039	2.204792	21.039	2.195633	21.039	2.206743	21.039	2.203673	21.039	2.22312	21.039	2.234684	
21.04	2.20454	21.04	2.196222	21.041	2.206105	21.041	2.203647	21.041	2.222626	21.04	2.235065	
21.042	2.203989	21.042	2.196949	21.042	2.20593	21.042	2.203652	21.042	2.222321	21.042	2.234846	
21.043	2.202603	21.043	2.196646	21.043	2.205761	21.043	2.203466	21.043	2.221991	21.043	2.23411	
21.044	2.202239	21.044	2.195648	21.045	2.204749	21.045	2.203578	21.045	2.221547	21.044	2.233865	
21.046	2.202586	21.046	2.194834	21.046	2.203626	21.046	2.204289	21.046	2.221359	21.046	2.234179	
21.047	2.202153	21.047	2.193852	21.047	2.202812	21.047	2.205163	21.047	2.221188	21.047	2.234472	
21.048	2.201449	21.048	2.19314	21.049	2.202307	21.049	2.205446	21.049	2.220886	21.048	2.23434	
21.05	2.200786	21.05	2.193188	21.05	2.202105	21.05	2.205538	21.05	2.220907	21.05	2.233219	
21.051	2.199751	21.051	2.192803	21.051	2.201987	21.051	2.206025	21.051	2.22081	21.051	2.232456	
21.052	2.198685	21.052	2.192664	21.053	2.201726	21.053	2.206427	21.053	2.220549	21.052	2.232357	
21.054	2.198486	21.054	2.193131	21.054	2.201866	21.054	2.2068	21.054	2.219448	21.054	2.231665	
21.055	2.198681	21.055	2.193321	21.055	2.202209	21.055	2.207005	21.055	2.219273	21.055	2.231474	
21.056	2.198324	21.056	2.192861	21.057	2.201942	21.057	2.207201	21.057	2.218925	21.056	2.231745	
21.058	2.197884	21.058	2.191926	21.058	2.201273	21.058	2.20722	21.058	2.217922	21.058	2.231741	
21.059	2.197811	21.059	2.19175	21.059	2.20091	21.059	2.206496	21.059	2.216855	21.059	2.232341	
21.06	2.197309	21.06	2.192039	21.061	2.200454	21.061	2.206003	21.061	2.215728	21.06	2.233027	
21.062	2.196541	21.062	2.192468	21.062	2.19983	21.062	2.206001	21.062	2.215142	21.062	2.232922	
21.063	2.196369	21.063	2.192549	21.063	2.19943	21.063	2.20646	21.063	2.214741	21.063	2.232572	
21.064	2.19646	21.064	2.192097	21.065	2.19969	21.065	2.207006	21.065	2.214424	21.064	2.232055	
21.066	2.195949	21.066	2.192259	21.066	2.19969	21.066	2.206588	21.066	2.213896	21.066	2.23184	
21.067	2.195134	21.067	2.191764	21.067	2.199376	21.067	2.206573	21.067	2.213621	21.067	2.231529	
21.068	2.194721	21.068	2.191019	21.069	2.198879	21.069	2.206505	21.069	2.213754	21.068	2.230694	
21.07	2.193645	21.07	2.190989	21.07	2.198449	21.07	2.205509	21.07	2.213745	21.07	2.230036	
21.071	2.191802	21.071	2.190661	21.071	2.198495	21.071	2.205485	21.071	2.213654	21.071	2.229011	
21.072	2.191159	21.072	2.190073	21.073	2.197826	21.073	2.206045	21.073	2.212988	21.072	2.228858	
21.074	2.191102	21.074	2.190132	21.074	2.197144	21.074	2.205955	21.074	2.212505	21.074	2.229897	
21.075	2.19133	21.075	2.190033	21.075	2.196949	21.075	2.205444	21.075	2.212952	21.075	2.230461	
21.076	2.191531	21.076	2.189378	21.077	2.196932	21.077	2.204889	21.077	2.212669	21.076	2.231292	
21.078	2.190502	21.078	2.188862	21.078	2.19701	21.078	2.204072	21.078	2.211607	21.078	2.231414	
21.079	2.189544	21.079	2.18821	21.079	2.197413	21.079	2.203477	21.079	2.210735	21.079	2.230897	
21.08	2.188635	21.08	2.1875	21.081	2.197627	21.081	2.203229	21.081	2.210164	21.08	2.230454	
21.082	2.187871	21.082	2.186573	21.082	2.197879	21.082	2.203129	21.082	2.210441	21.082	2.230137	
21.083	2.187145	21.083	2.186164	21.083	2.19853	21.083	2.203384	21.083	2.210398	21.083	2.230034	
21.084	2.186926	21.084	2.186041	21.085	2.198708	21.084	2.203073	21.085	2.209611	21.084	2.229818	
21.086	2.186566	21.086	2.186222	21.086	2.198419	21.086	2.202813	21.086	2.209635	21.086	2.229472	
21.087	2.185551	21.087	2.185328	21.087	2.198143	21.087	2.202624	21.087	2.209775	21.087	2.229188	
21.088	2.184434	21.088	2.184721	21.089	2.197678	21.088	2.201589	21.088	2.209731	21.088	2.229341	
21.09	2.183174	21.09	2.185314	21.09	2.196981	21.09	2.201105	21.09	2.209731	21.09	2.229168	
21.091	2.182902	21.091	2.185659	21.091	2.196847	21.091	2.200933	21.091	2.209386	21.091	2.228908	
21.092	2.183129	21.092	2.185729	21.093	2.196784	21.092	2.20058	21.092	2.209581	21.092	2.229422	
21.094	2.183093	21.094	2.186159	21.094	2.196796	21.094	2.200854	21.094	2.209477	21.094	2.229581	
21.095	2.181837	21.095	2.185983	21.095	2.196311	21.095	2.201379	21.095	2.209141	21.095	2.229153	
21.096	2.181149	21.096	2.185212	21.097	2.19559	21.096	2.201192	21.096	2.208807	21.096	2.229295	
21.098	2.18078	21.098	2.18436	21.098	2.195586	21.098	2.200948	21.098	2.208253	21.098	2.229247	
21.099	2.180219	21.099	2.183476	21.099	2.195918	21.099	2.20118	21.099	2.207554	21.099	2.229252	
21.1	2.179756	21.1	2.183548	21.1	2.195775	21.1	2.201439	21.1	2.206799	21.1	2.22973	
21.102	2.17941	21.102	2.183794	21.102	2.195212	21.102	2.201453	21.102	2.206885	21.102	2.229437	
21.103	2.17928	21.103	2.182739	21.103	2.195709	21.103	2.201135	21.103	2.207019	21.103	2.22912	
21.104	2.178797	21.104	2.181626	21.104	2.195558	21.104	2.201185	21.104	2.206776	21.104	2.228447	
21.106	2.17755	21.106	2.18056	21.106	2.195371	21.106	2.201103	21.106	2.206123	21.106	2.227552	
21.107	2.176406	21.107	2.179342	21.107	2.195892	21.107	2.200567	21.107	2.206281	21.107	2.227025	
21.108	2.175675	21.108	2.178934	21.108	2.195985	21.108	2.201106	21.108	2.207096	21.108	2.227249	
21.11	2.175301	21.11	2.17871	21.11	2.195202	21.11	2.200966	21.11	2.207554	21.11	2.228176	
21.111	2.174623	21.111	2.178451	21.111	2.194751	21.111	2.200581	21.111	2.208039	21.111	2.227992	
21.112	2.173577	21.112	2.177726	21.112	2.19471	21.112	2.200098	21.112	2.208741	21.112	2.227485	
21.114	2.172732	21.114	2.177221	21.114	2.195018	21.114	2.199945	21.114	2.208794	21.114	2.22755	
21.115	2.172078	21.115	2.177258	21.115	2.195158	21.115	2.200063	21.115	2.208385	21.115	2.227806	
21.116	2.171969	21.116	2.176442	21.116	2.195162	21.116	2.199825	21.116	2.208549	21.116	2.228693	
21.118	2.172066	21.118	2.175589	21.118	2.194988	21.118	2.199723	21.118	2.20894	21.118	2.229115	
21.119	2.172813	21.119	2.175337	21.119	2.194437	21.119	2.199408	21.119	2.20895	21.119	2.228898	
21.12	2.173256	21.12	2.174722	21.12	2.193405	21.12	2.198532	21.12	2.208811	21.12	2.229105	
21.122	2.172564	21.122	2.174179	21.122	2.192609	21.122	2.19823	21.122	2.208842	21.122	2.229174	
21.123	2.171872	21.123	2.173912	21.123	2.192256	21.123	2.198132	21.123	2.208399	21.123	2.228584	
21.124	2.171975	21.124	2.175044	21.124	2.192215	21.124	2.19782	21.124	2.208388	21.124	2.228103	
21.126	2.170732	21.126	2.174769	21.126	2.192889	21.126	2.197786	21.126	2.209137	21.126	2.227853	
21.127	2.169718	21.127	2.173615	21.127	2.193638	21.127	2.197894	21.127	2.209669	21.127	2.227176	
21.128	2.169123	21.128	2.173116	21.128	2.194232	21.128	2.197525	21.128	2.209553	21.128	2.226808	
21.13	2.168281	21.13	2.172846	21.13	2.194747	21.13	2.197052	21.13	2.209193	21.13	2.226829	
21.131	2.167272	21.131	2.172484	21.131	2.194745	21.131	2.196456	21.131	2.208982	21.131	2.226033	
21.132	2.166542	21.132	2.171583	21.132	2.19487	21.132	2.1961	21.132	2.208973	21.132	2.225499	
21.134	2.1666	21.134	2.170695	21.134	2.194474	21.134	2.195883	21.134	2.209771	21.134	2.225826	
21.135	2.165426	21.135	2.170829	21.135	2.19411	21.135	2.19561	21.135	2.210496	21.135	2.226284	
21.136	2.164897	21.136	2.170229	21.136	2.194173	21.136	2.195735	21.136	2.210616	21.136	2.226601	
21.138	2.165431	21.138	2.170249	21.138	2.19375	21.138	2.19531	21.138	2.210786	21.137	2.227193	
21.139	2.1655	21.139	2.170931	21.139	2.193678	21.139	2.195064	21.139	2.211447	21.139	2.226811	
21.14	2.165071	21.14	2.170943	21.14	2.193447	21.14	2.195064	21.14	2.212677	21.14	2.225956	
21.142	2.164728	21.141	2.169795	21.142	2.193323	21.142	2.194067	21.142	2.212764	21.141	2.226518	
21.143	2.163974	21.143	2.170363	21.143	2.194199	21.143	2.193607	21.143	2.212973	21.143	2.226452	
21.144	2.164305	21.144	2.170953	21.144	2.19386	21.144	2.193954	21.144	2.213791	21.144	2.226346	
21.146	2.164428	21.145	2.171557	21.146	2.193644	21.146	2.194669	21.146	2.214299	21.145	2.226069	
21.147	2.164326	21.147	2.17145	21.147	2.193944	21.147	2.194965	21.147	2.214511	21.147	2.225744	
21.148	2.164278	21.148	2.171662	21.148	2.193777	21.148	2.194838	21.148	2.213806	21.148	2.226175	
21.15	2.164158	21.149	2.171355	21.15	2.192893	21.15	2.1945	21.15	2.213332	21.149	2.22643	
21.151	2.164909	21.151	2.171058	21.151	2.192358	21.151	2.194765	21.151	2.213524	21.151	2.226566	
21.152	2.165595	21.152	2.171032	21.152	2.192327	21.152	2.194513	21.152	2.213504	21.152	2.226269	
21.153	2.165874	21.153	2.170292	21.154	2.192914	21.154	2.19366	21.154	2.213397	21.153	2.226507	
21.155	2.166075	21.155	2.170135	21.155	2.192959	21.155	2.193672	21.155	2.212736	21.155	2.226359	
21.156	2.166306	21.156	2.169218	21.156	2.193439	21.156	2.193487	21.156	2.212238	21.156	2.22593	
21.157	2.166765	21.157	2.168809	21.158	2.193282	21.158	2.193551	21.158	2.212553	21.157	2.226259	
21.159	2.16687	21.159	2.168432	21.159	2.193504	21.159	2.193153	21.159	2.212207	21.159	2.225603	
21.16	2.165531	21.16	2.16788	21.16	2.193659	21.16	2.192418	21.16	2.211372	21.16	2.225509	
21.161	2.16557	21.161	2.166785	21.162	2.193549	21.162	2.191048	21.162	2.211249	21.161	2.225882	
21.163	2.165581	21.163	2.16687	21.163	2.19376	21.163	2.190965	21.163	2.21169	21.163	2.225883	
21.164	2.165772	21.164	2.16776	21.164	2.193992	21.164	2.190988	21.164	2.212422	21.164	2.225419	
21.165	2.165967	21.165	2.167687	21.166	2.194275	21.166	2.191244	21.166	2.21239	21.165	2.225017	
21.167	2.166472	21.167	2.16743	21.167	2.194179	21.167	2.19164	21.167	2.21228	21.167	2.224512	
21.168	2.166668	21.168	2.168226	21.168	2.193702	21.168	2.191649	21.168	2.212049	21.168	2.224841	
21.169	2.166058	21.169	2.169758	21.17	2.192911	21.17	2.191948	21.17	2.211541	21.169	2.22478	
21.171	2.165546	21.171	2.170893	21.171	2.19257	21.171	2.191648	21.171	2.211065	21.171	2.224837	
21.172	2.166052	21.172	2.170813	21.172	2.192515	21.172	2.191639	21.172	2.21117	21.172	2.22512	
21.173	2.166519	21.173	2.170829	21.174	2.192579	21.174	2.191903	21.174	2.212281	21.173	2.225121	
21.175	2.166394	21.175	2.170499	21.175	2.192742	21.175	2.192227	21.175	2.212228	21.175	2.225368	
21.176	2.166117	21.176	2.170049	21.176	2.19337	21.176	2.192549	21.176	2.212762	21.176	2.225508	
21.177	2.166747	21.177	2.17047	21.178	2.19397	21.178	2.192809	21.178	2.212723	21.177	2.225623	
21.179	2.167396	21.179	2.171079	21.179	2.194164	21.179	2.192774	21.179	2.212525	21.179	2.22659	
21.18	2.16737	21.18	2.172202	21.18	2.193843	21.18	2.19266	21.18	2.212095	21.18	2.226496	
21.181	2.167446	21.181	2.172122	21.182	2.193515	21.182	2.192282	21.182	2.21166	21.181	2.22655	
21.183	2.166514	21.183	2.172087	21.183	2.193504	21.183	2.192666	21.183	2.210953	21.183	2.226985	
21.184	2.166022	21.184	2.171988	21.184	2.192882	21.184	2.192705	21.184	2.210459	21.184	2.227336	
21.185	2.165807	21.185	2.17058	21.186	2.192483	21.186	2.192312	21.186	2.210838	21.185	2.227792	
21.187	2.16498	21.187	2.170243	21.187	2.192526	21.187	2.191948	21.187	2.211421	21.187	2.227223	
21.188	2.16435	21.188	2.170239	21.188	2.192922	21.188	2.191753	21.188	2.211789	21.188	2.227119	
21.189	2.163756	21.189	2.171494	21.19	2.193241	21.19	2.192316	21.19	2.211568	21.189	2.227131	
21.191	2.163003	21.191	2.171423	21.191	2.19405	21.191	2.19239	21.191	2.211542	21.191	2.22677	
21.192	2.16249	21.192	2.171414	21.192	2.193794	21.192	2.192345	21.192	2.211873	21.192	2.22701	
21.193	2.162668	21.193	2.171837	21.194	2.192229	21.194	2.192594	21.194	2.212084	21.193	2.226627	
21.195	2.162727	21.195	2.172486	21.195	2.191329	21.195	2.192327	21.195	2.212075	21.195	2.226483	
21.196	2.163165	21.196	2.172734	21.196	2.191241	21.196	2.191957	21.196	2.211617	21.196	2.227048	
21.197	2.162427	21.197	2.173269	21.198	2.19127	21.198	2.191608	21.198	2.211748	21.197	2.227708	
21.199	2.162728	21.199	2.173085	21.199	2.190854	21.199	2.191565	21.199	2.212053	21.199	2.228061	
21.2	2.162517	21.2	2.172711	21.2	2.191159	21.2	2.191319	21.2	2.211467	21.2	2.227875	
21.201	2.163002	21.201	2.172743	21.202	2.191674	21.202	2.191426	21.202	2.211063	21.201	2.227594	
