Chrom.1 (5)		Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
6.637	-0.04953578	6.637	0.09757056	6.637	-0.1743307	6.637	-0.1240489	6.637	-0.1293831	6.637	-0.09424587	
6.638	-0.0497258	6.638	0.09746846	6.638	-0.1744127	6.638	-0.1237413	6.638	-0.1296533	6.638	-0.09432481	
6.64	-0.04988565	6.64	0.09670497	6.64	-0.1739287	6.64	-0.1236593	6.64	-0.1289746	6.64	-0.09426788	
6.641	-0.05025466	6.641	0.09602257	6.641	-0.1735445	6.641	-0.1231527	6.641	-0.128296	6.641	-0.0946961	
6.642	-0.04998054	6.642	0.09581092	6.642	-0.1734493	6.642	-0.1224646	6.642	-0.1281198	6.642	-0.09462708	
6.644	-0.05001548	6.644	0.09520853	6.644	-0.1742572	6.644	-0.1217587	6.644	-0.1279039	6.644	-0.09438306	
6.645	-0.05057435	6.645	0.09609152	6.645	-0.1741813	6.645	-0.1216679	6.645	-0.1275779	6.645	-0.09466799	
6.646	-0.05178862	6.646	0.09596233	6.646	-0.1740352	6.646	-0.1213081	6.646	-0.1281899	6.646	-0.09480491	
6.648	-0.05170209	6.648	0.09605121	6.648	-0.1731887	6.648	-0.1207662	6.648	-0.128555	6.648	-0.09493336	
6.649	-0.05052586	6.649	0.09595705	6.649	-0.1723969	6.649	-0.1205507	6.649	-0.1282081	6.649	-0.09438753	
6.65	-0.05150114	6.65	0.0953107	6.65	-0.172544	6.65	-0.120495	6.65	-0.127624	6.65	-0.09372812	
6.652	-0.051395	6.652	0.09424366	6.652	-0.173291	6.651	-0.1212418	6.652	-0.127808	6.652	-0.09330788	
6.653	-0.05103222	6.653	0.09426835	6.653	-0.1733607	6.653	-0.1220227	6.653	-0.1275918	6.653	-0.09329978	
6.654	-0.05021294	6.654	0.09474877	6.654	-0.172972	6.654	-0.1215978	6.654	-0.1275593	6.654	-0.09284277	
6.656	-0.05050532	6.656	0.09476563	6.656	-0.1738187	6.655	-0.1212908	6.656	-0.1272717	6.656	-0.09293098	
6.657	-0.05055175	6.657	0.09407498	6.657	-0.1742346	6.657	-0.1213934	6.657	-0.1270046	6.657	-0.09307797	
6.658	-0.05071683	6.658	0.0937878	6.658	-0.1748779	6.658	-0.1205914	6.658	-0.1273437	6.658	-0.0932781	
6.66	-0.05208445	6.66	0.09360705	6.66	-0.1753958	6.659	-0.1210711	6.66	-0.1277103	6.66	-0.09317779	
6.661	-0.05339	6.661	0.09390865	6.661	-0.1751837	6.661	-0.1217556	6.661	-0.1280198	6.661	-0.09274358	
6.662	-0.05441573	6.662	0.09296696	6.662	-0.1745288	6.662	-0.1222177	6.662	-0.1278558	6.662	-0.09270973	
6.664	-0.05514716	6.664	0.09210157	6.664	-0.1741048	6.663	-0.1211701	6.664	-0.1279587	6.664	-0.09225029	
6.665	-0.05555187	6.665	0.09221957	6.665	-0.1736528	6.665	-0.1212621	6.665	-0.1280007	6.665	-0.09141117	
6.666	-0.05532838	6.666	0.09181299	6.666	-0.1737747	6.666	-0.1213045	6.666	-0.1276117	6.666	-0.09048454	
6.668	-0.05570149	6.668	0.09153379	6.668	-0.1742606	6.667	-0.1212955	6.668	-0.1279892	6.668	-0.08995379	
6.669	-0.05568664	6.669	0.09171278	6.669	-0.1747697	6.669	-0.121916	6.669	-0.1287108	6.669	-0.09049407	
6.67	-0.05542087	6.67	0.09086152	6.67	-0.1750098	6.67	-0.1222913	6.67	-0.129986	6.67	-0.09066335	
6.672	-0.05541368	6.672	0.0908094	6.672	-0.1756544	6.671	-0.1226189	6.672	-0.1308403	6.672	-0.09045946	
6.673	-0.05521757	6.673	0.09110431	6.673	-0.1769027	6.673	-0.1230642	6.673	-0.1304845	6.673	-0.09094577	
6.674	-0.05429408	6.674	0.09150846	6.674	-0.1779089	6.674	-0.1232723	6.674	-0.1305817	6.674	-0.09114405	
6.676	-0.05369057	6.676	0.09061391	6.676	-0.1780331	6.675	-0.124353	6.676	-0.1302209	6.676	-0.0919849	
6.677	-0.05387829	6.677	0.09005374	6.677	-0.1783559	6.677	-0.1251739	6.677	-0.1305117	6.677	-0.09285803	
6.678	-0.05416914	6.678	0.09002956	6.678	-0.1783998	6.678	-0.12562	6.678	-0.1313361	6.678	-0.0928171	
6.68	-0.05430578	6.68	0.09118403	6.68	-0.1779588	6.679	-0.1258298	6.68	-0.1318687	6.68	-0.09253132	
6.681	-0.05446794	6.681	0.09088109	6.681	-0.1773656	6.681	-0.1256215	6.681	-0.1316433	6.681	-0.09268016	
6.682	-0.05443863	6.682	0.08969211	6.682	-0.1770408	6.682	-0.125295	6.682	-0.1318391	6.682	-0.09267877	
6.684	-0.05478565	6.684	0.08938898	6.684	-0.1773673	6.683	-0.125662	6.684	-0.1324748	6.684	-0.09282038	
6.685	-0.05573916	6.685	0.0885402	6.685	-0.1775631	6.685	-0.1260549	6.685	-0.1326369	6.685	-0.09326626	
6.686	-0.05648895	6.686	0.0883837	6.686	-0.1778642	6.686	-0.1268353	6.686	-0.132627	6.686	-0.09293865	
6.688	-0.05698698	6.688	0.08853434	6.687	-0.178083	6.687	-0.1268985	6.688	-0.1319974	6.688	-0.09293059	
6.689	-0.05795871	6.689	0.08816733	6.689	-0.1780922	6.689	-0.1268799	6.689	-0.1314218	6.689	-0.09276184	
6.69	-0.05751694	6.69	0.08811057	6.69	-0.177982	6.69	-0.1272625	6.69	-0.1312234	6.69	-0.092157	
6.692	-0.05823318	6.691	0.08774119	6.691	-0.1783495	6.691	-0.1280415	6.692	-0.1311972	6.692	-0.09254571	
6.693	-0.05895697	6.693	0.08727107	6.693	-0.1788068	6.693	-0.1285962	6.693	-0.1316737	6.693	-0.0929248	
6.694	-0.05866705	6.694	0.08649909	6.694	-0.1788552	6.694	-0.1283918	6.694	-0.1318358	6.694	-0.09286709	
6.696	-0.05876201	6.695	0.0855089	6.695	-0.1789178	6.695	-0.1279804	6.696	-0.1310249	6.696	-0.09328797	
6.697	-0.05931564	6.697	0.08497573	6.697	-0.1780676	6.697	-0.1273122	6.697	-0.1305193	6.697	-0.09385414	
6.698	-0.0589111	6.698	0.08519675	6.698	-0.1785608	6.698	-0.1263493	6.698	-0.1303119	6.698	-0.09439396	
6.7	-0.05990591	6.699	0.08477285	6.699	-0.1775154	6.699	-0.1263286	6.7	-0.12969	6.7	-0.09470561	
6.701	-0.06117026	6.701	0.08518459	6.701	-0.1776346	6.701	-0.1275595	6.701	-0.1296773	6.701	-0.09441675	
6.702	-0.06103253	6.702	0.0857124	6.702	-0.177125	6.702	-0.1279717	6.702	-0.1294372	6.702	-0.09429628	
6.704	-0.06044769	6.703	0.08576609	6.703	-0.1761405	6.703	-0.1275496	6.704	-0.1296482	6.704	-0.09412578	
6.705	-0.05992084	6.705	0.08610417	6.705	-0.1758008	6.705	-0.127315	6.705	-0.1302917	6.705	-0.09367524	
6.706	-0.05957061	6.706	0.08718447	6.706	-0.1751373	6.706	-0.1270856	6.706	-0.1306159	6.706	-0.09393618	
6.708	-0.05954785	6.707	0.08803274	6.707	-0.1753201	6.707	-0.1279081	6.708	-0.1307477	6.708	-0.09367967	
6.709	-0.05986384	6.709	0.08818741	6.709	-0.1753956	6.709	-0.1282299	6.709	-0.1308158	6.709	-0.09342159	
6.71	-0.06020359	6.71	0.08890577	6.71	-0.175282	6.71	-0.128711	6.71	-0.1311302	6.71	-0.09400726	
6.712	-0.06037055	6.711	0.088695	6.711	-0.1753999	6.711	-0.1292477	6.712	-0.1315441	6.712	-0.09500244	
6.713	-0.06009296	6.713	0.08872771	6.713	-0.1758799	6.713	-0.1289319	6.713	-0.1306925	6.713	-0.09532417	
6.714	-0.05989368	6.714	0.08833451	6.714	-0.1761539	6.714	-0.1290038	6.714	-0.1294088	6.714	-0.09539875	
6.716	-0.0603086	6.715	0.08792195	6.715	-0.1762521	6.715	-0.1288895	6.716	-0.1298045	6.716	-0.09543654	
6.717	-0.05948941	6.717	0.08921917	6.717	-0.1760818	6.717	-0.1289031	6.717	-0.130774	6.717	-0.09566481	
6.718	-0.05871025	6.718	0.09116119	6.718	-0.1756563	6.718	-0.1285485	6.718	-0.1312346	6.718	-0.09577169	
6.719	-0.05884944	6.719	0.09178844	6.719	-0.1756705	6.719	-0.126924	6.72	-0.1315971	6.72	-0.09578761	
6.721	-0.05951045	6.721	0.09184621	6.721	-0.1763732	6.721	-0.1256851	6.721	-0.1311173	6.721	-0.09606492	
6.722	-0.05967073	6.722	0.09208752	6.722	-0.1759649	6.722	-0.1250674	6.722	-0.131136	6.722	-0.09620562	
6.723	-0.05902813	6.723	0.09267822	6.723	-0.1750657	6.723	-0.1249057	6.723	-0.1313838	6.723	-0.09589192	
6.725	-0.05864455	6.725	0.09345203	6.725	-0.1744299	6.725	-0.1251773	6.725	-0.1311439	6.725	-0.09596727	
6.726	-0.05774128	6.726	0.09330734	6.726	-0.1736501	6.726	-0.1246259	6.726	-0.1308778	6.726	-0.09645799	
6.727	-0.05695514	6.727	0.09348827	6.727	-0.1730839	6.727	-0.1234622	6.727	-0.1304847	6.727	-0.09682116	
6.729	-0.05632612	6.729	0.09391306	6.729	-0.1723885	6.729	-0.122468	6.729	-0.1293321	6.729	-0.09707574	
6.73	-0.05545998	6.73	0.09445321	6.73	-0.1717599	6.73	-0.122268	6.73	-0.1286107	6.73	-0.09675895	
6.731	-0.05571398	6.731	0.09402789	6.731	-0.1721066	6.731	-0.1222188	6.731	-0.1274398	6.731	-0.09669136	
6.733	-0.05650942	6.733	0.09412774	6.733	-0.1720554	6.733	-0.1221467	6.733	-0.1274928	6.733	-0.09686679	
6.734	-0.05674978	6.734	0.09425709	6.734	-0.1711502	6.734	-0.1221453	6.734	-0.1280455	6.734	-0.09618165	
6.735	-0.05676869	6.735	0.09446286	6.735	-0.1706155	6.735	-0.1219651	6.735	-0.1280829	6.735	-0.09619894	
6.737	-0.0565299	6.737	0.09553664	6.737	-0.1706883	6.737	-0.1220134	6.737	-0.1280252	6.737	-0.09657151	
6.738	-0.05656479	6.738	0.09514268	6.738	-0.1703738	6.738	-0.1216856	6.738	-0.1278807	6.738	-0.09710569	
6.739	-0.05668994	6.739	0.09450191	6.739	-0.1691673	6.739	-0.1209742	6.739	-0.1279757	6.739	-0.09687055	
6.741	-0.05734358	6.741	0.09413719	6.741	-0.1679535	6.741	-0.1206708	6.741	-0.1283416	6.741	-0.09594401	
6.742	-0.05795089	6.742	0.09428179	6.742	-0.1680871	6.742	-0.1199534	6.742	-0.1285062	6.742	-0.09538993	
6.743	-0.05761778	6.743	0.09419499	6.743	-0.1682155	6.743	-0.1191416	6.743	-0.12832	6.743	-0.09509701	
6.745	-0.0573018	6.745	0.09479148	6.745	-0.1685548	6.745	-0.118793	6.745	-0.1281548	6.745	-0.09554849	
6.746	-0.05777272	6.746	0.09364654	6.746	-0.168665	6.746	-0.1185835	6.746	-0.1282563	6.746	-0.09618358	
6.747	-0.05764361	6.747	0.09419613	6.747	-0.168686	6.747	-0.1186679	6.747	-0.1286039	6.747	-0.09702285	
6.749	-0.05731428	6.749	0.09443983	6.749	-0.1685272	6.749	-0.1187675	6.749	-0.1288049	6.749	-0.09811252	
6.75	-0.05678744	6.75	0.09523531	6.75	-0.168673	6.75	-0.1183596	6.75	-0.1287306	6.75	-0.09874878	
6.751	-0.0565492	6.751	0.09599911	6.751	-0.1686577	6.751	-0.1185493	6.751	-0.1285084	6.751	-0.09870409	
6.753	-0.05695872	6.753	0.09674421	6.753	-0.1686997	6.753	-0.118833	6.753	-0.1280968	6.753	-0.09874023	
6.754	-0.05707119	6.754	0.09685665	6.754	-0.1683305	6.754	-0.119283	6.754	-0.1281382	6.754	-0.09865011	
6.755	-0.05712239	6.755	0.09675987	6.755	-0.1681362	6.755	-0.119578	6.755	-0.1283391	6.755	-0.09857904	
6.757	-0.05712937	6.757	0.09665231	6.757	-0.1680546	6.757	-0.1200455	6.757	-0.1285474	6.757	-0.09897577	
6.758	-0.05712596	6.758	0.09708362	6.758	-0.1672182	6.758	-0.1203348	6.758	-0.1285931	6.758	-0.09927958	
6.759	-0.05687124	6.759	0.09773064	6.759	-0.166657	6.759	-0.1200201	6.759	-0.1285512	6.759	-0.0992003	
6.761	-0.05725062	6.761	0.09891392	6.761	-0.1664505	6.761	-0.1198872	6.761	-0.1287895	6.761	-0.09870604	
6.762	-0.05750335	6.762	0.09881631	6.762	-0.1673575	6.762	-0.1196527	6.762	-0.1293906	6.762	-0.09845031	
6.763	-0.05670748	6.763	0.09845542	6.763	-0.1677587	6.763	-0.1192306	6.763	-0.1295729	6.763	-0.09816403	
6.765	-0.05608253	6.765	0.0988389	6.765	-0.1670775	6.765	-0.1194557	6.765	-0.1296647	6.765	-0.09769203	
6.766	-0.05549077	6.766	0.099439	6.766	-0.1668153	6.766	-0.1200536	6.766	-0.1306071	6.766	-0.09798042	
6.767	-0.0546237	6.767	0.09904633	6.767	-0.1670586	6.767	-0.1200974	6.767	-0.1310438	6.767	-0.09877035	
6.769	-0.0548478	6.769	0.09862185	6.769	-0.1673149	6.769	-0.1199729	6.769	-0.131093	6.769	-0.09942851	
6.77	-0.05545149	6.77	0.09837412	6.77	-0.1676026	6.77	-0.1205942	6.77	-0.1307957	6.77	-0.09962646	
6.771	-0.05572671	6.771	0.0973871	6.771	-0.1676123	6.771	-0.1208177	6.771	-0.1299146	6.771	-0.09989808	
6.773	-0.05605047	6.773	0.09663931	6.773	-0.1679063	6.773	-0.1208296	6.773	-0.1300574	6.773	-0.09974558	
6.774	-0.05634544	6.774	0.09672583	6.774	-0.1678798	6.774	-0.1200237	6.774	-0.1299015	6.774	-0.09980606	
6.775	-0.05627836	6.775	0.09671351	6.775	-0.1675233	6.775	-0.1196037	6.775	-0.1290234	6.775	-0.1003687	
6.777	-0.05619985	6.777	0.09638156	6.777	-0.1673901	6.777	-0.1200308	6.777	-0.128426	6.777	-0.1007081	
6.778	-0.05562624	6.778	0.09581657	6.778	-0.1672507	6.778	-0.1199749	6.778	-0.1278593	6.778	-0.1006382	
6.779	-0.05520722	6.779	0.09583215	6.779	-0.1668583	6.779	-0.119396	6.779	-0.1279877	6.779	-0.1009374	
6.781	-0.05557678	6.781	0.09647416	6.781	-0.1667878	6.781	-0.1187349	6.781	-0.1288643	6.781	-0.1011399	
6.782	-0.0556765	6.782	0.09712514	6.782	-0.1671296	6.782	-0.1179949	6.782	-0.1285979	6.782	-0.101105	
6.783	-0.05625721	6.783	0.09719252	6.783	-0.1669979	6.783	-0.1176611	6.783	-0.1271054	6.783	-0.1012915	
6.785	-0.05758623	6.785	0.09672669	6.785	-0.1667036	6.785	-0.1175151	6.785	-0.1263291	6.785	-0.1014698	
6.786	-0.05811249	6.786	0.09595571	6.786	-0.1658872	6.786	-0.1179452	6.786	-0.1262561	6.786	-0.1017867	
6.787	-0.05836174	6.787	0.09511834	6.787	-0.1652327	6.787	-0.1188322	6.787	-0.1269629	6.787	-0.1014943	
6.789	-0.05864752	6.789	0.0943659	6.789	-0.1657463	6.789	-0.1199099	6.789	-0.1277361	6.789	-0.1006492	
6.79	-0.05900478	6.79	0.09459407	6.79	-0.1662441	6.79	-0.1208042	6.79	-0.1272899	6.79	-0.1008973	
6.791	-0.05888636	6.791	0.09439188	6.791	-0.1663633	6.791	-0.1209145	6.791	-0.1271609	6.791	-0.1012007	
6.793	-0.05925301	6.793	0.09442919	6.793	-0.1664829	6.792	-0.1210061	6.793	-0.1269869	6.793	-0.1011958	
6.794	-0.05967287	6.794	0.09404384	6.794	-0.1670011	6.794	-0.1212244	6.794	-0.1269123	6.794	-0.1016751	
6.795	-0.059577	6.795	0.09381745	6.795	-0.1674393	6.795	-0.1212451	6.795	-0.1276324	6.795	-0.1018445	
6.797	-0.06018399	6.797	0.09401806	6.797	-0.1676021	6.796	-0.1212785	6.797	-0.1284674	6.797	-0.1023783	
6.798	-0.0601726	6.798	0.09430324	6.798	-0.1679746	6.798	-0.1210882	6.798	-0.129378	6.798	-0.1032282	
6.799	-0.06025561	6.799	0.09429895	6.799	-0.168477	6.799	-0.1213823	6.799	-0.1299738	6.799	-0.1040801	
6.801	-0.06042592	6.801	0.09448358	6.801	-0.1689408	6.8	-0.1221901	6.801	-0.1294685	6.801	-0.1049902	
6.802	-0.06033923	6.802	0.09433562	6.802	-0.169053	6.802	-0.1229348	6.802	-0.1292749	6.802	-0.1050254	
6.803	-0.06072855	6.803	0.09424021	6.803	-0.1689051	6.803	-0.1231967	6.803	-0.1295232	6.803	-0.1042536	
6.805	-0.06105958	6.805	0.0946473	6.805	-0.1692691	6.804	-0.1230752	6.805	-0.1294769	6.805	-0.1036367	
6.806	-0.06153052	6.806	0.09499209	6.806	-0.1703934	6.806	-0.1231697	6.806	-0.1296868	6.806	-0.1035635	
6.807	-0.06090296	6.807	0.09533466	6.807	-0.1711157	6.807	-0.1232675	6.807	-0.1294972	6.807	-0.1041123	
6.809	-0.06068898	6.809	0.09592863	6.809	-0.1709639	6.808	-0.1237109	6.809	-0.1290896	6.809	-0.1042042	
6.81	-0.06158439	6.81	0.096628	6.81	-0.1710162	6.81	-0.1247214	6.81	-0.1291895	6.81	-0.1039914	
6.811	-0.06217068	6.811	0.09669389	6.811	-0.1713523	6.811	-0.1252854	6.811	-0.1285073	6.811	-0.1041396	
6.813	-0.06200336	6.813	0.09756525	6.813	-0.1716195	6.812	-0.1250463	6.813	-0.1280454	6.813	-0.1040437	
6.814	-0.06204706	6.814	0.09825622	6.814	-0.172733	6.814	-0.1252285	6.814	-0.12822	6.814	-0.1034081	
6.815	-0.06221421	6.815	0.09854726	6.815	-0.1736936	6.815	-0.1260196	6.815	-0.1276977	6.815	-0.1026756	
6.817	-0.06252397	6.817	0.09855183	6.817	-0.1732463	6.816	-0.1265261	6.817	-0.1274761	6.817	-0.1026848	
6.818	-0.06298477	6.818	0.09845334	6.818	-0.1724352	6.818	-0.1268682	6.818	-0.1275185	6.818	-0.1029848	
6.819	-0.06271022	6.819	0.09836216	6.819	-0.1723704	6.819	-0.1267565	6.819	-0.1274684	6.819	-0.1035367	
6.821	-0.06195785	6.821	0.09822276	6.821	-0.1730188	6.82	-0.1258891	6.821	-0.1278813	6.821	-0.1044053	
6.822	-0.06118138	6.822	0.09829138	6.822	-0.17348	6.822	-0.1253256	6.822	-0.1282036	6.822	-0.1049053	
6.823	-0.06116547	6.823	0.09912833	6.823	-0.1736811	6.823	-0.12507	6.823	-0.1279967	6.823	-0.1046407	
6.825	-0.06104691	6.825	0.09968827	6.825	-0.1743469	6.824	-0.1248856	6.825	-0.1275093	6.825	-0.1043566	
6.826	-0.06034636	6.826	0.09940669	6.826	-0.1753099	6.826	-0.125244	6.826	-0.1275441	6.826	-0.10426	
6.827	-0.05934091	6.827	0.09842987	6.827	-0.1754424	6.827	-0.1255075	6.827	-0.1278063	6.827	-0.1045508	
6.829	-0.05884607	6.829	0.09860729	6.828	-0.1747379	6.828	-0.1255881	6.829	-0.1279109	6.829	-0.1047665	
6.83	-0.05918825	6.83	0.09934031	6.83	-0.1739627	6.83	-0.1262291	6.83	-0.1283366	6.83	-0.1049192	
6.831	-0.0593842	6.831	0.09899137	6.831	-0.1740619	6.831	-0.126703	6.831	-0.1284952	6.831	-0.1049844	
6.833	-0.05953907	6.832	0.09784063	6.832	-0.1744895	6.832	-0.1262533	6.833	-0.1279125	6.833	-0.1041798	
6.834	-0.05941633	6.834	0.09730612	6.834	-0.1743594	6.834	-0.1263247	6.834	-0.1274262	6.834	-0.1033544	
6.835	-0.05900354	6.835	0.09697326	6.835	-0.1740446	6.835	-0.1267728	6.835	-0.1271498	6.835	-0.1030037	
6.837	-0.05844615	6.836	0.09617464	6.836	-0.1741941	6.836	-0.1274381	6.837	-0.1269843	6.837	-0.1031063	
6.838	-0.05806788	6.838	0.09592091	6.838	-0.1744063	6.838	-0.1276336	6.838	-0.1268138	6.838	-0.1032987	
6.839	-0.05775827	6.839	0.0954882	6.839	-0.1745545	6.839	-0.128187	6.839	-0.1267141	6.839	-0.1033919	
6.841	-0.05739377	6.84	0.09496568	6.84	-0.175065	6.84	-0.1286358	6.841	-0.1268777	6.841	-0.1033492	
6.842	-0.05673083	6.842	0.0950064	6.842	-0.1758277	6.842	-0.1295428	6.842	-0.1275375	6.842	-0.1031547	
6.843	-0.05623959	6.843	0.09517924	6.843	-0.175997	6.843	-0.1295551	6.843	-0.1282081	6.843	-0.1030619	
6.845	-0.05658074	6.844	0.09545337	6.844	-0.1757436	6.844	-0.1288743	6.845	-0.1282634	6.845	-0.1032429	
6.846	-0.05681391	6.846	0.09535518	6.846	-0.1759566	6.846	-0.128636	6.846	-0.1280641	6.846	-0.1033377	
6.847	-0.05616477	6.847	0.09513009	6.847	-0.1765124	6.847	-0.1288918	6.847	-0.1282528	6.847	-0.1034917	
6.849	-0.05588871	6.848	0.09519131	6.848	-0.1761566	6.848	-0.1295606	6.849	-0.1287787	6.849	-0.1037261	
6.85	-0.05590349	6.85	0.09485833	6.85	-0.1753953	6.85	-0.1300964	6.85	-0.129228	6.85	-0.1035032	
6.851	-0.05518335	6.851	0.09464485	6.851	-0.1749782	6.851	-0.130483	6.851	-0.1292059	6.851	-0.1031012	
6.853	-0.05475026	6.852	0.0952571	6.852	-0.1750351	6.852	-0.130544	6.853	-0.1284482	6.853	-0.1033526	
6.854	-0.0548704	6.854	0.09543198	6.854	-0.1752263	6.854	-0.1309349	6.854	-0.1275703	6.854	-0.1046492	
6.855	-0.05489224	6.855	0.09585167	6.855	-0.1750104	6.855	-0.1311182	6.855	-0.1272351	6.855	-0.1061522	
6.857	-0.05538995	6.856	0.09589235	6.856	-0.1749721	6.856	-0.1308634	6.857	-0.1278572	6.857	-0.1068221	
6.858	-0.05568589	6.858	0.09557673	6.858	-0.1753806	6.858	-0.1305431	6.858	-0.1276143	6.858	-0.1071807	
6.859	-0.05487382	6.859	0.09559422	6.859	-0.1762492	6.859	-0.1306256	6.859	-0.127806	6.859	-0.1074823	
6.861	-0.05436023	6.86	0.09568192	6.86	-0.1765796	6.86	-0.1310608	6.861	-0.1287815	6.861	-0.1067093	
6.862	-0.0545405	6.862	0.09547631	6.862	-0.1766265	6.862	-0.1315131	6.862	-0.1290962	6.862	-0.1060701	
6.863	-0.05423615	6.863	0.09532792	6.863	-0.1772208	6.863	-0.1316146	6.863	-0.1297966	6.863	-0.106099	
6.864	-0.05355629	6.864	0.09502158	6.864	-0.1772473	6.864	-0.1315738	6.864	-0.1299653	6.864	-0.1058722	
6.866	-0.0526826	6.866	0.09458724	6.866	-0.1769039	6.866	-0.1320316	6.866	-0.1296925	6.866	-0.1049792	
6.867	-0.05125459	6.867	0.09443329	6.867	-0.1773685	6.867	-0.1318776	6.867	-0.1297478	6.867	-0.1041021	
6.868	-0.05047505	6.868	0.09443573	6.868	-0.1775239	6.868	-0.1314348	6.868	-0.1298191	6.868	-0.1044533	
6.87	-0.05043283	6.87	0.09397159	6.87	-0.1774687	6.87	-0.1310692	6.87	-0.1298413	6.87	-0.1055571	
6.871	-0.05008793	6.871	0.09280791	6.871	-0.1776603	6.871	-0.1319267	6.871	-0.129767	6.871	-0.1064223	
6.872	-0.04953412	6.872	0.09230289	6.872	-0.1772337	6.872	-0.1324419	6.872	-0.1294915	6.872	-0.1063573	
6.874	-0.0496703	6.874	0.09183946	6.874	-0.176612	6.874	-0.1326874	6.874	-0.1295163	6.874	-0.1058091	
6.875	-0.05007673	6.875	0.09142383	6.875	-0.176302	6.875	-0.1328071	6.875	-0.1294679	6.875	-0.1063569	
6.876	-0.04936951	6.876	0.09130082	6.876	-0.1755162	6.876	-0.132122	6.876	-0.1293599	6.876	-0.1065983	
6.878	-0.04909101	6.878	0.09123765	6.878	-0.1741928	6.878	-0.1313157	6.878	-0.1296928	6.878	-0.1062158	
6.879	-0.04878286	6.879	0.09027131	6.879	-0.1732632	6.879	-0.1307229	6.879	-0.1298588	6.879	-0.1065682	
6.88	-0.04858939	6.88	0.08931188	6.88	-0.1726032	6.88	-0.1300269	6.88	-0.1291433	6.88	-0.1065672	
6.882	-0.04870467	6.882	0.08893268	6.882	-0.1709979	6.882	-0.1294267	6.882	-0.1292333	6.882	-0.106716	
6.883	-0.04853348	6.883	0.08860218	6.883	-0.1707302	6.883	-0.1289952	6.883	-0.1297019	6.883	-0.106908	
6.884	-0.04801923	6.884	0.0880734	6.884	-0.171416	6.884	-0.1285998	6.884	-0.1297642	6.884	-0.1063248	
6.886	-0.04819756	6.886	0.08735222	6.886	-0.1718853	6.886	-0.1273746	6.886	-0.129917	6.886	-0.1064101	
6.887	-0.04846195	6.887	0.08683275	6.887	-0.1719078	6.887	-0.127116	6.887	-0.1289906	6.887	-0.1056651	
6.888	-0.04891306	6.888	0.08669441	6.888	-0.1722684	6.888	-0.1263784	6.888	-0.1284445	6.888	-0.104693	
6.89	-0.04908092	6.89	0.08639423	6.89	-0.1719206	6.89	-0.1260168	6.89	-0.1284873	6.89	-0.1043352	
6.891	-0.04929599	6.891	0.08560811	6.891	-0.1714746	6.891	-0.1253695	6.891	-0.1291305	6.891	-0.1045634	
6.892	-0.04970124	6.892	0.08512304	6.892	-0.1706089	6.892	-0.1251024	6.892	-0.1295004	6.892	-0.1053262	
6.894	-0.05082764	6.894	0.08525477	6.894	-0.1699293	6.894	-0.1245337	6.894	-0.1290299	6.894	-0.1065215	
6.895	-0.05120913	6.895	0.08558885	6.895	-0.1696638	6.895	-0.1245686	6.895	-0.129234	6.895	-0.1068178	
6.896	-0.05074611	6.896	0.08583702	6.896	-0.1698403	6.896	-0.1243599	6.896	-0.1291528	6.896	-0.106043	
6.898	-0.05029091	6.898	0.08597481	6.898	-0.1701139	6.898	-0.1240612	6.898	-0.128839	6.898	-0.1063388	
6.899	-0.04989344	6.899	0.08635037	6.899	-0.170184	6.899	-0.1238447	6.899	-0.1290203	6.899	-0.1077272	
6.9	-0.04978407	6.9	0.08684523	6.9	-0.1702899	6.9	-0.1228769	6.9	-0.1288257	6.9	-0.1082809	
6.902	-0.04965452	6.902	0.08717588	6.902	-0.1700961	6.902	-0.1226419	6.902	-0.1287578	6.902	-0.1080013	
6.903	-0.04960757	6.903	0.08770248	6.903	-0.1700247	6.903	-0.1225523	6.903	-0.1287383	6.903	-0.1074739	
6.904	-0.04998027	6.904	0.08840927	6.904	-0.1700124	6.904	-0.1224741	6.904	-0.1291133	6.904	-0.1071256	
6.906	-0.05013143	6.906	0.08876566	6.906	-0.1699805	6.906	-0.122353	6.906	-0.1295805	6.906	-0.1065872	
6.907	-0.04956662	6.907	0.08879602	6.907	-0.1698583	6.907	-0.1222613	6.907	-0.1291047	6.907	-0.1060243	
6.908	-0.04966227	6.908	0.08845722	6.908	-0.1698379	6.908	-0.1219895	6.908	-0.1286861	6.908	-0.1049681	
6.91	-0.04966136	6.91	0.0885645	6.91	-0.1702214	6.91	-0.1219875	6.91	-0.1284393	6.91	-0.1035662	
6.911	-0.04979587	6.911	0.08921819	6.911	-0.1699473	6.911	-0.1219653	6.911	-0.1285232	6.911	-0.1030484	
6.912	-0.04963135	6.912	0.09005817	6.912	-0.1695656	6.912	-0.1229679	6.912	-0.128969	6.912	-0.1021373	
6.914	-0.04984945	6.914	0.090381	6.914	-0.1691477	6.914	-0.1232655	6.914	-0.1281026	6.914	-0.1011584	
6.915	-0.05047954	6.915	0.0896851	6.915	-0.1689345	6.915	-0.1230436	6.915	-0.1274572	6.915	-0.1003044	
6.916	-0.05039038	6.916	0.0890335	6.916	-0.169344	6.916	-0.1229609	6.916	-0.1277185	6.916	-0.1003498	
